,index,License Issue Date,License Number,Animal's Name,Species,Secondary Breed,ZIP Code,Obedient,Calm,Trainable,Sociable,Bold
576,American Pit Bull Terrier,December 10 2018,8003701,Monster,Dog,,98270,,,,,
577,American Pit Bull Terrier,December 02 2018,8003441,Mojo,Dog,,98109,,,,,
578,American Pit Bull Terrier,November 11 2018,S132353,Daenerys,Dog,Beagle,98103,,,,,
579,American Pit Bull Terrier,July 24 2018,S100378,Luna,Dog,Hound,98102,,,,,
580,American Pit Bull Terrier,May 22 2018,S143966,Camila,Dog,,98136,,,,,
581,American Pit Bull Terrier,June 21 2018,279675,Bella,Dog,,98117,,,,,
582,American Pit Bull Terrier,June 12 2018,358446,Mamacita,Dog,,98118,,,,,
583,American Pit Bull Terrier,June 19 2018,S144828,Rocco,Dog,,98103,,,,,
584,American Pit Bull Terrier,April 17 2018,216006,Buster,Dog,Labrador Retriever,98133,,,,,
585,American Pit Bull Terrier,April 25 2018,S143006,Velma,Dog,Labrador Retriever,98146,,,,,
586,American Pit Bull Terrier,June 14 2018,S144933,Chuck,Dog,,98116,,,,,
587,American Pit Bull Terrier,January 06 2018,960383,Denai,Dog,,98106,,,,,
588,American Pit Bull Terrier,June 01 2018,S131406,Dobby,Dog,,98108,,,,,
589,American Pit Bull Terrier,April 02 2018,S142023,Rucca,Dog,,98178,,,,,
590,American Pit Bull Terrier,January 24 2018,27587,Odin,Dog,,98136,,,,,
591,American Pit Bull Terrier,May 29 2018,359936,Violet,Dog,,98103,,,,,
592,American Pit Bull Terrier,September 19 2018,S118788,Captain,Dog,,98108,,,,,
593,American Pit Bull Terrier,April 06 2018,S141950,Nala,Dog,,98118,,,,,
594,American Pit Bull Terrier,May 16 2018,S143825,Loki,Dog,,98118,,,,,
595,American Pit Bull Terrier,September 08 2018,S123894,Jett,Dog,,98108,,,,,
596,American Pit Bull Terrier,May 27 2018,280030,Punky,Dog,,98106,,,,,
597,American Pit Bull Terrier,April 09 2018,S126268,Thea,Dog,,98118,,,,,
598,American Pit Bull Terrier,May 24 2018,S144172,Pearl,Dog,,98115,,,,,
599,American Pit Bull Terrier,September 15 2018,S132524,Packer,Dog,,98115,,,,,
600,American Pit Bull Terrier,April 30 2018,212770,Mama,Dog,,98106,,,,,
601,American Pit Bull Terrier,February 12 2018,80474,Lexy,Dog,Labrador Retriever,98118,,,,,
602,American Pit Bull Terrier,March 12 2018,S141322,Darla,Dog,Dalmatian,98122,,,,,
603,American Pit Bull Terrier,April 19 2018,S127742,Jackson,Dog,,98133,,,,,
604,American Pit Bull Terrier,August 07 2018,S147782,Freeway,Dog,,98108,,,,,
605,American Pit Bull Terrier,August 02 2018,442577,Caramel,Dog,,98118,,,,,
606,American Pit Bull Terrier,July 31 2018,560439,Colt,Dog,Labrador Retriever,98108,,,,,
607,American Pit Bull Terrier,September 09 2018,8000777,L.J.,Dog,,98106,,,,,
608,American Pit Bull Terrier,March 08 2018,576065,Rocky,Dog,,98115,,,,,
609,American Pit Bull Terrier,May 15 2018,S143785,Nelson,Dog,Chow Chow,98115,,,,,
610,American Pit Bull Terrier,May 29 2018,S144274,Bub,Dog,,98115,,,,,
611,American Pit Bull Terrier,June 28 2018,357902,Beatrix,Dog,Labrador Retriever,98106,,,,,
612,American Pit Bull Terrier,May 15 2018,S143754,"Scara""mucci""",Dog,American Staffordshire Terrier,98118,,,,,
613,American Pit Bull Terrier,May 17 2018,S143824,Virgo,Dog,,98118,,,,,
614,American Pit Bull Terrier,July 09 2018,359171,Summer,Dog,,98117,,,,,
615,American Pit Bull Terrier,April 25 2018,S113718,Chula,Dog,Boxer,98125,,,,,
616,American Pit Bull Terrier,May 23 2018,S121966,Bruce Lee,Dog,,98118,,,,,
617,American Pit Bull Terrier,June 20 2018,S133245,Peaches,Dog,,98103,,,,,
618,American Pit Bull Terrier,August 04 2018,580119,Samson,Dog,,98177,,,,,
619,American Pit Bull Terrier,June 01 2018,S130714,Izzy,Dog,,98125,,,,,
620,American Pit Bull Terrier,June 22 2018,S118806,Molly,Dog,,98106,,,,,
621,American Pit Bull Terrier,October 04 2018,S120621,Bella,Dog,,98117,,,,,
622,American Pit Bull Terrier,June 05 2018,S144405,Maxine,Dog,,98125,,,,,
623,American Pit Bull Terrier,July 20 2018,S118665,Tucker,Dog,Labrador Retriever,98116,,,,,
624,American Pit Bull Terrier,May 01 2018,S143311,Spartacus Pelluer,Dog,,98109,,,,,
625,American Pit Bull Terrier,May 25 2018,S143870,Blue,Dog,American Bulldog,98199,,,,,
626,American Pit Bull Terrier,July 03 2018,S145495,Rowan,Dog,Beagle,98102,,,,,
627,American Pit Bull Terrier,April 14 2018,717198,Azul,Dog,,98118,,,,,
628,American Pit Bull Terrier,August 07 2018,S147775,Zen,Dog,,98105,,,,,
629,American Pit Bull Terrier,February 13 2018,71466,Waco,Dog,,98106,,,,,
630,American Pit Bull Terrier,August 07 2018,S147718,Bruce Wayne,Dog,,98133,,,,,
631,American Pit Bull Terrier,February 21 2018,25771,Kieran,Dog,,98125,,,,,
632,American Pit Bull Terrier,February 06 2018,S140326,Sansa,Dog,,98103,,,,,
633,American Pit Bull Terrier,February 20 2018,82736,Kenzie,Dog,,98115,,,,,
634,American Pit Bull Terrier,June 25 2018,S117574,Chica,Dog,,98106,,,,,
635,American Pit Bull Terrier,August 21 2018,S128035,Abby,Dog,Australian Cattle Dog,98118,,,,,
636,American Pit Bull Terrier,July 27 2018,S147472,Sam,Dog,Boxer,98121,,,,,
637,American Pit Bull Terrier,October 08 2018,829699,Dee Dee,Dog,Labrador Retriever,98112,,,,,
638,American Pit Bull Terrier,September 09 2018,S146459,Oakley,Dog,Labrador Retriever,98106,,,,,
639,American Pit Bull Terrier,October 08 2018,834465,Blue,Dog,,98118,,,,,
640,American Pit Bull Terrier,September 25 2018,585050,Hero,Dog,German Shepherd,98108,,,,,
641,American Pit Bull Terrier,June 27 2018,S118571,Silly,Dog,French Spaniel,98144,,,,,
642,American Pit Bull Terrier,July 23 2018,S147187,Bran,Dog,,98106,,,,,
643,American Pit Bull Terrier,June 01 2018,280242,Troy,Dog,,98199,,,,,
644,American Pit Bull Terrier,March 31 2018,S136777,Baby,Dog,Mastiff,98106,,,,,
645,American Pit Bull Terrier,March 27 2018,S140955,Princess,Dog,Siberian Husky,98105,,,,,
646,American Pit Bull Terrier,April 19 2018,212112,Buddha,Dog,,98119,,,,,
647,American Pit Bull Terrier,September 30 2018,S117345,Titus,Dog,Boxer,98178,,,,,
648,American Pit Bull Terrier,June 12 2018,358115,Skookum,Dog,Labrador Retriever,98118,,,,,
649,American Pit Bull Terrier,April 11 2018,S114672,Loomis,Dog,,98144,,,,,
650,American Pit Bull Terrier,September 02 2018,S146667,Daphne,Dog,American Blue Heeler,98119,,,,,
651,American Pit Bull Terrier,June 26 2018,356527,Ozzy,Dog,,98136,,,,,
652,American Pit Bull Terrier,March 01 2018,835321,Lilly,Dog,Rhodesian Ridgeback,98122,,,,,
653,American Pit Bull Terrier,June 01 2018,213964,Max,Dog,,98199,,,,,
654,American Pit Bull Terrier,April 04 2018,S114702,Val,Dog,,98108,,,,,
655,American Pit Bull Terrier,August 15 2018,443493,Pebbles,Dog,,98117,,,,,
656,American Pit Bull Terrier,January 16 2018,349232,Bosworth,Dog,,98122,,,,,
657,American Pit Bull Terrier,September 06 2018,359247,Cody,Dog,,98128,,,,,
658,American Pit Bull Terrier,May 26 2018,S104891,King,Dog,,98144,,,,,
659,American Pit Bull Terrier,April 10 2018,216435,Greta,Dog,American Staffordshire Terrier,98118,,,,,
660,American Pit Bull Terrier,January 09 2018,S139409,Stella,Dog,Rottweiler,98106,,,,,
661,American Pit Bull Terrier,September 25 2018,730618,Simba,Dog,,98118,,,,,
662,American Pit Bull Terrier,March 22 2018,S110850,Kona,Dog,,98119,,,,,
663,American Pit Bull Terrier,June 26 2018,S117409,Dylan,Dog,,98108,,,,,
664,American Pit Bull Terrier,January 14 2018,832734,Paco,Dog,Hound,98102,,,,,
665,American Pit Bull Terrier,February 07 2018,27666,Loki,Dog,,98103,,,,,
666,American Pit Bull Terrier,July 03 2018,S145458,Emmylou,Dog,Boxer,98199,,,,,
667,American Pit Bull Terrier,May 15 2018,S143715,Scout,Dog,,98125,,,,,
668,American Pit Bull Terrier,July 31 2018,S147517,Miles,Dog,,98122,,,,,
669,American Pit Bull Terrier,June 15 2018,S144800,Triksa,Dog,,98103,,,,,
670,American Pit Bull Terrier,May 08 2018,730640,Woodrow,Dog,,98122,,,,,
671,American Pit Bull Terrier,April 18 2018,S142934,Nala,Dog,,98106,,,,,
672,American Pit Bull Terrier,March 22 2018,S141712,Joy,Dog,Shepherd,98102,,,,,
673,American Pit Bull Terrier,October 08 2018,831459,Boris,Dog,,98144,,,,,
674,American Pit Bull Terrier,May 25 2018,S144158,Luna,Dog,Boxer,98105,,,,,
675,American Pit Bull Terrier,July 23 2018,443063,Sarita,Dog,,98106,,,,,
676,American Pit Bull Terrier,August 19 2018,359174,Buddha,Dog,,98117,,,,,
677,American Pit Bull Terrier,February 26 2018,S141014,Bootsy,Dog,,98133,,,,,
678,American Pit Bull Terrier,June 07 2018,S144076,Blu,Dog,,98133,,,,,
679,American Pit Bull Terrier,May 20 2018,S143498,Lilly,Dog,,98102,,,,,
680,American Pit Bull Terrier,January 25 2018,S139711,Bronson,Dog,,98122,,,,,
681,American Pit Bull Terrier,May 31 2018,S116263,Bruce,Dog,Beagle,98118,,,,,
682,American Pit Bull Terrier,March 20 2018,960400,Rocky,Dog,,98115,,,,,
683,American Pit Bull Terrier,January 30 2018,29776,Gumba,Dog,,98126,,,,,
684,American Pit Bull Terrier,July 30 2018,S147440,Luna,Dog,,98116,,,,,
685,American Pit Bull Terrier,January 09 2018,S139407,Luna,Dog,,98106,,,,,
686,American Pit Bull Terrier,July 23 2018,S117950,Marley,Dog,,98146,,,,,
687,American Pit Bull Terrier,September 17 2018,8001011,Daphne,Dog,,98125,,,,,
688,American Pit Bull Terrier,June 06 2018,S144082,Eve,Dog,Boston Terrier,98115,,,,,
689,American Pit Bull Terrier,August 19 2018,S120361,Lola,Dog,,98105,,,,,
690,American Pit Bull Terrier,February 05 2018,S140312,Emmy,Dog,American Staffordshire Terrier,98125,,,,,
691,American Pit Bull Terrier,July 17 2018,S147057,Shadow,Dog,,98116,,,,,
692,American Pit Bull Terrier,September 18 2018,S113944,Kreature,Dog,,98102,,,,,
693,American Pit Bull Terrier,July 18 2018,137516,Chico,Dog,,98108,,,,,
694,American Pit Bull Terrier,April 23 2018,S111489,Puck,Dog,,98116,,,,,
695,American Pit Bull Terrier,October 07 2018,8001636,Finley,Dog,Chihuahua,98116,,,,,
696,American Pit Bull Terrier,January 31 2018,893486,Tank,Dog,,98108,,,,,
697,American Pit Bull Terrier,January 23 2018,904588,Pebble,Dog,,98126,,,,,
698,American Pit Bull Terrier,February 15 2018,958634,Roddy Johnelway Jesus Santino Manbahr,Dog,,98117,,,,,
699,American Pit Bull Terrier,September 08 2018,718413,Sunshine,Dog,,98117,,,,,
700,American Pit Bull Terrier,April 24 2018,71918,Molly,Dog,,98118,,,,,
701,American Pit Bull Terrier,August 02 2018,S147646,Ginger,Dog,,98103,,,,,
702,American Pit Bull Terrier,June 19 2018,283667,Quinn,Dog,Staffordshire Bull Terrier,98115,,,,,
703,American Pit Bull Terrier,April 06 2018,131848,Star,Dog,,98106,,,,,
704,American Pit Bull Terrier,February 16 2018,S140711,Trouble Brown,Dog,,98177,,,,,
705,American Pit Bull Terrier,April 07 2018,S141580,Maile,Dog,Labrador Retriever,98119,,,,,
706,American Pit Bull Terrier,February 12 2018,S111254,Rogue,Dog,,98106,,,,,
707,American Pit Bull Terrier,July 24 2018,359465,Grover,Dog,Labrador Retriever,98118,,,,,
708,American Pit Bull Terrier,February 20 2018,23159,Judah,Dog,,98117,,,,,
709,American Pit Bull Terrier,August 02 2018,S101073,Ruff Ruff,Dog,Labrador Retriever,98106,,,,,
710,American Pit Bull Terrier,June 01 2018,S131822,Remy,Dog,Labrador Retriever,98133,,,,,
711,American Pit Bull Terrier,April 03 2018,S142037,Shadow,Dog,Labrador Retriever,98144,,,,,
712,American Pit Bull Terrier,June 13 2018,S142473,Henry,Dog,,98116,,,,,
713,American Pit Bull Terrier,May 05 2018,S111253,Toffee,Dog,Australian Cattle Dog,98199,,,,,
714,American Pit Bull Terrier,January 19 2018,S138589,Bessie,Dog,Dalmatian,98144,,,,,
715,American Pit Bull Terrier,May 08 2018,S143540,Betty,Dog,,98133,,,,,
716,American Pit Bull Terrier,June 07 2018,S144096,Boris,Dog,,98118,,,,,
717,American Pit Bull Terrier,August 07 2018,S147772,Brick,Dog,,98105,,,,,
718,American Pit Bull Terrier,June 17 2018,357099,Diamond,Dog,,98144,,,,,
719,American Pit Bull Terrier,March 30 2018,S142091,Tandy,Dog,American Staffordshire Terrier,98105,,,,,
720,American Pit Bull Terrier,February 15 2018,S125600,Brahma,Dog,,98119,,,,,
721,American Pit Bull Terrier,March 20 2018,S106166,Arlo,Dog,,98115,,,,,
722,American Pit Bull Terrier,March 01 2018,83791,Dutch,Dog,,98122,,,,,
723,American Pit Bull Terrier,May 22 2018,S143940,Gibson,Dog,Mastiff,98107,,,,,
724,American Pit Bull Terrier,June 22 2018,S144387,Peggy sue,Dog,,98133,,,,,
725,American Pit Bull Terrier,April 16 2018,135242,Rain,Dog,Labrador Retriever,98118,,,,,
726,American Pit Bull Terrier,May 17 2018,282156,Cita,Dog,,98146,,,,,
727,American Pit Bull Terrier,February 02 2018,S110211,Delilah,Dog,Labrador Retriever,98109,,,,,
728,American Pit Bull Terrier,February 21 2018,139215,Sable,Dog,,98125,,,,,
729,American Pit Bull Terrier,September 08 2018,718414,CR,Dog,,98117,,,,,
730,American Pit Bull Terrier,August 31 2018,S146313,Polaris,Dog,,98125,,,,,
731,American Pit Bull Terrier,June 22 2018,30364,Blue,Dog,,98133,,,,,
732,American Pit Bull Terrier,August 01 2018,S147337,Queenie,Dog,,98106,,,,,
733,American Pit Bull Terrier,January 16 2018,27634,Salvador,Dog,,98103,,,,,
734,American Pit Bull Terrier,April 30 2018,S110088,Buddah,Dog,,98112,,,,,
735,American Pit Bull Terrier,June 02 2018,S131158,Roxie,Dog,Terrier,98125,,,,,
736,American Pit Bull Terrier,April 18 2018,28203,Hudson,Dog,,98146,,,,,
737,American Pit Bull Terrier,February 13 2018,26020,Roscoe,Dog,,98118,,,,,
738,American Pit Bull Terrier,April 10 2018,213213,Brinks,Dog,,98118,,,,,
739,American Pit Bull Terrier,August 10 2018,S114477,Tosha,Dog,Hound,98199,,,,,
740,American Pit Bull Terrier,June 20 2018,358099,Lily,Dog,,98112,,,,,
741,American Pit Bull Terrier,July 13 2018,443313,Voodie,Dog,,98103,,,,,
742,American Pit Bull Terrier,September 01 2018,S146447,Outlaw,Dog,,98109,,,,,
743,American Pit Bull Terrier,February 28 2018,357025,Zoey,Dog,,98107,,,,,
744,American Pit Bull Terrier,June 12 2018,136766,Max,Dog,,98144,,,,,
745,American Pit Bull Terrier,January 16 2018,27533,Beauty,Dog,,98119,,,,,
746,American Pit Bull Terrier,July 05 2018,S117908,Addy,Dog,,98108,,,,,
747,American Pit Bull Terrier,September 12 2018,S103295,Harley,Dog,Terrier,98106,,,,,
748,American Pit Bull Terrier,September 01 2018,727611,Belle,Dog,,98116,,,,,
749,American Pit Bull Terrier,February 26 2018,S141106,Jake,Dog,Dachshund,98106,,,,,
750,American Pit Bull Terrier,March 20 2018,141144,Nyna,Dog,,98118,,,,,
751,American Pit Bull Terrier,September 07 2018,S109521,Sammy,Dog,,98103,,,,,
752,American Pit Bull Terrier,January 23 2018,S127639,Tyson,Dog,,98118,,,,,
753,American Pit Bull Terrier,June 12 2018,136767,Nyla,Dog,,98144,,,,,
754,American Pit Bull Terrier,April 11 2018,S113165,Queen,Dog,,98133,,,,,
755,American Pit Bull Terrier,August 07 2018,S118868,Honey,Dog,,98118,,,,,
756,American Pit Bull Terrier,February 06 2018,22984,Nala,Dog,,98102,,,,,
757,American Pit Bull Terrier,May 10 2018,S110203,Rosie,Dog,,98103,,,,,
758,American Pit Bull Terrier,May 22 2018,S129321,Peaches,Dog,,98115,,,,,
759,American Pit Bull Terrier,April 18 2018,82479,Boof,Dog,,98118,,,,,
760,American Pit Bull Terrier,July 05 2018,215907,Tiger,Dog,,98103,,,,,
761,American Pit Bull Terrier,April 19 2018,S110589,Bentley,Dog,Chihuahua,98125,,,,,
762,American Pit Bull Terrier,July 25 2018,583402,Roxy,Dog,,98122,,,,,
763,American Pit Bull Terrier,June 29 2018,S145346,Athena,Dog,,98116,,,,,
764,American Pit Bull Terrier,July 11 2018,S143389,Ky,Dog,,98118,,,,,
765,American Pit Bull Terrier,September 18 2018,8001073,Annabelle,Dog,Boxer,98105,,,,,
766,American Pit Bull Terrier,July 05 2018,S145690,BirdDog,Dog,,98136,,,,,
767,American Pit Bull Terrier,July 03 2018,356415,Karma,Dog,,98144,,,,,
768,American Pit Bull Terrier,August 01 2018,S147340,Mila,Dog,,98125,,,,,
769,American Pit Bull Terrier,April 10 2018,210334,Nina,Dog,Labrador Retriever,98199,,,,,
770,American Pit Bull Terrier,February 20 2018,S110650,Christo,Dog,Boxer,98103,,,,,
771,American Pit Bull Terrier,July 11 2018,S143291,Bella,Dog,,98104,,,,,
772,American Pit Bull Terrier,April 30 2018,S127448,Sweetums,Dog,,98115,,,,,
773,American Pit Bull Terrier,April 25 2018,S130833,Max,Dog,,98106,,,,,
774,American Pit Bull Terrier,June 18 2018,438330,Piper,Dog,Chinese Shar-Pei,98103,,,,,
775,American Pit Bull Terrier,August 23 2018,S146868,Maggie,Dog,,98107,,,,,
776,American Pit Bull Terrier,October 03 2018,S146047,Raven,Dog,Labrador Retriever,98103,,,,,
777,American Pit Bull Terrier,April 20 2018,S111862,Kramer,Dog,Boxer,98115,,,,,
778,American Pit Bull Terrier,April 20 2018,141584,Penny,Dog,,98106,,,,,
779,American Pit Bull Terrier,March 27 2018,136114,Bella,Dog,,98106,,,,,
780,American Pit Bull Terrier,September 01 2018,728472,Eva,Dog,,98125,,,,,
781,American Pit Bull Terrier,April 24 2018,S143063,Chloe,Dog,,98119,,,,,
782,American Pit Bull Terrier,June 12 2018,S116788,Jake,Dog,Hound,98112,,,,,
783,American Pit Bull Terrier,July 31 2018,S120351,Angel,Dog,,98103,,,,,
784,American Pit Bull Terrier,May 10 2018,S143637,Gia Clark,Dog,American Bulldog,98199,,,,,
785,American Pit Bull Terrier,September 26 2018,S146968,Juno,Dog,Siberian Husky,98178,,,,,
786,American Pit Bull Terrier,March 08 2018,S141174,Aspen,Dog,,98103,,,,,
787,American Pit Bull Terrier,July 11 2018,S145854,Belle,Dog,,98118,,,,,
788,American Pit Bull Terrier,May 01 2018,216163,Jinks,Dog,Whippet,98118,,,,,
789,American Pit Bull Terrier,April 17 2018,S114955,Daisy,Dog,,98112,,,,,
790,American Pit Bull Terrier,August 24 2018,583487,Lucy,Dog,,98103,,,,,
791,American Staffordshire Terrier,October 27 2018,S146771,Kali,Dog,,98125,0.7,0.0,1.0,0.0,0.5
792,American Staffordshire Terrier,December 11 2018,S144727,Gracie,Dog,American Pit Bull Terrier,98101,0.7,0.0,1.0,0.0,0.5
793,American Staffordshire Terrier,November 07 2018,S124285,Penny,Dog,Chow Chow,98103,0.7,0.0,1.0,0.0,0.5
794,American Staffordshire Terrier,November 05 2018,8002482,Bubba,Dog,Dalmatian,98121,0.7,0.0,1.0,0.0,0.5
795,American Staffordshire Terrier,November 05 2018,S125713,Starlord,Dog,Boxer,98136,0.7,0.0,1.0,0.0,0.5
796,American Staffordshire Terrier,December 11 2018,S138449,Maxx,Dog,,98126,0.7,0.0,1.0,0.0,0.5
797,American Staffordshire Terrier,October 24 2018,8002167,Sadie,Dog,Boxer,98125,0.7,0.0,1.0,0.0,0.5
798,American Staffordshire Terrier,November 27 2018,S124437,Walter,Dog,Mastiff,98109,0.7,0.0,1.0,0.0,0.5
799,American Staffordshire Terrier,November 30 2018,S106215,Beamer,Dog,Alaskan Husky,98117,0.7,0.0,1.0,0.0,0.5
800,American Staffordshire Terrier,October 20 2018,8002054,Velvet,Dog,,98101,0.7,0.0,1.0,0.0,0.5
801,American Staffordshire Terrier,January 31 2018,S140236,Rosie,Dog,American Bulldog,98103,0.7,0.0,1.0,0.0,0.5
802,American Staffordshire Terrier,November 30 2018,S134283,Bullseye,Dog,,98106,0.7,0.0,1.0,0.0,0.5
803,American Staffordshire Terrier,December 07 2018,S141258,Cohen,Dog,Labrador Retriever,98126,0.7,0.0,1.0,0.0,0.5
804,American Staffordshire Terrier,December 12 2018,S138929,Maximilian,Dog,,98121,0.7,0.0,1.0,0.0,0.5
805,American Staffordshire Terrier,November 18 2018,S118680,Emmy,Dog,American Staffordshire Terrier,98116,0.7,0.0,1.0,0.0,0.5
806,American Staffordshire Terrier,November 19 2018,8002991,Daisy,Dog,Labrador Retriever,98122,0.7,0.0,1.0,0.0,0.5
807,American Staffordshire Terrier,December 05 2018,S152256,Panzon,Dog,,98118,0.7,0.0,1.0,0.0,0.5
808,American Staffordshire Terrier,November 16 2018,132819,Topaz,Dog,Terrier,98125,0.7,0.0,1.0,0.0,0.5
809,American Staffordshire Terrier,October 28 2018,S150234,Jules,Dog,,98144,0.7,0.0,1.0,0.0,0.5
810,American Staffordshire Terrier,November 18 2018,S122348,Beef Cake,Dog,Basset Hound,98103,0.7,0.0,1.0,0.0,0.5
811,American Staffordshire Terrier,October 19 2018,8002045,Gator,Dog,Labrador Retriever,98119,0.7,0.0,1.0,0.0,0.5
812,American Staffordshire Terrier,October 17 2018,835322,Bodhi Brown,Dog,,98122,0.7,0.0,1.0,0.0,0.5
813,American Staffordshire Terrier,March 21 2018,586213,Boots,Dog,Labrador Retriever,98112,0.7,0.0,1.0,0.0,0.5
814,American Staffordshire Terrier,June 25 2018,439111,Ben,Dog,German Shepherd,98115,0.7,0.0,1.0,0.0,0.5
815,American Staffordshire Terrier,September 03 2018,8000610,Blitz,Dog,,98108,0.7,0.0,1.0,0.0,0.5
816,American Staffordshire Terrier,September 15 2018,S146475,Creet,Dog,,98126,0.7,0.0,1.0,0.0,0.5
817,American Staffordshire Terrier,June 15 2018,210777,Gigi Bella,Dog,,98105,0.7,0.0,1.0,0.0,0.5
818,American Staffordshire Terrier,May 26 2018,278121,Kepler,Dog,,98103,0.7,0.0,1.0,0.0,0.5
819,American Staffordshire Terrier,October 17 2018,S121258,Rocca,Dog,,98108,0.7,0.0,1.0,0.0,0.5
820,American Staffordshire Terrier,September 04 2018,730662,Maggie,Dog,,98115,0.7,0.0,1.0,0.0,0.5
821,American Staffordshire Terrier,August 09 2018,357795,Oren Ishii,Dog,,98136,0.7,0.0,1.0,0.0,0.5
822,American Staffordshire Terrier,June 12 2018,S144627,Max,Dog,,98112,0.7,0.0,1.0,0.0,0.5
823,American Staffordshire Terrier,July 12 2018,S145860,Juno,Dog,,98107,0.7,0.0,1.0,0.0,0.5
824,American Staffordshire Terrier,August 27 2018,S119361,Jack,Dog,Labrador Retriever,98117,0.7,0.0,1.0,0.0,0.5
825,American Staffordshire Terrier,June 28 2018,S145352,Juniper Luna,Dog,French Brittany,98119,0.7,0.0,1.0,0.0,0.5
826,American Staffordshire Terrier,April 05 2018,139906,Ginger,Dog,Retriever,98103,0.7,0.0,1.0,0.0,0.5
827,American Staffordshire Terrier,February 21 2018,S140295,Vito,Dog,,98026,0.7,0.0,1.0,0.0,0.5
828,American Staffordshire Terrier,January 31 2018,S140273,Dax,Dog,American Pit Bull Terrier,98125,0.7,0.0,1.0,0.0,0.5
829,American Staffordshire Terrier,September 16 2018,S120769,Manny,Dog,Boxer,98115,0.7,0.0,1.0,0.0,0.5
830,American Staffordshire Terrier,May 01 2018,S143368,Ilsa,Dog,,98122,0.7,0.0,1.0,0.0,0.5
831,American Staffordshire Terrier,September 23 2018,8001206,Mr.Beefy,Dog,Bulldog,98126,0.7,0.0,1.0,0.0,0.5
832,American Staffordshire Terrier,February 02 2018,S110210,Sampson,Dog,,98109,0.7,0.0,1.0,0.0,0.5
833,American Staffordshire Terrier,January 30 2018,S110268,Papi,Dog,,98144,0.7,0.0,1.0,0.0,0.5
834,American Staffordshire Terrier,June 13 2018,S117162,Penny,Dog,,98126,0.7,0.0,1.0,0.0,0.5
835,American Staffordshire Terrier,May 02 2018,S143409,Justice,Dog,Bulldog,98119,0.7,0.0,1.0,0.0,0.5
836,American Staffordshire Terrier,March 15 2018,S141530,Ruby,Dog,American Pit Bull Terrier,98118,0.7,0.0,1.0,0.0,0.5
837,American Staffordshire Terrier,July 02 2018,S132016,Lucy Goose,Dog,Boxer,98133,0.7,0.0,1.0,0.0,0.5
838,American Staffordshire Terrier,February 13 2018,81920,Whisper,Dog,,98107,0.7,0.0,1.0,0.0,0.5
839,American Staffordshire Terrier,February 21 2018,83995,Snuggles,Dog,Basset Hound,98125,0.7,0.0,1.0,0.0,0.5
840,American Staffordshire Terrier,August 21 2018,440840,Bella,Dog,Labrador Retriever,98112,0.7,0.0,1.0,0.0,0.5
841,American Staffordshire Terrier,April 20 2018,82343,Tucker,Dog,,98116,0.7,0.0,1.0,0.0,0.5
842,American Staffordshire Terrier,April 24 2018,S128030,Blu,Dog,,98109,0.7,0.0,1.0,0.0,0.5
843,American Staffordshire Terrier,May 30 2018,S144286,Rogelio,Dog,,98125,0.7,0.0,1.0,0.0,0.5
844,American Staffordshire Terrier,April 10 2018,S142306,Aura,Dog,,98133,0.7,0.0,1.0,0.0,0.5
845,American Staffordshire Terrier,May 01 2018,S143335,Riley,Dog,Pointer,98112,0.7,0.0,1.0,0.0,0.5
846,American Staffordshire Terrier,February 13 2018,84102,Gotti,Dog,American Pit Bull Terrier,98146,0.7,0.0,1.0,0.0,0.5
847,American Staffordshire Terrier,October 17 2018,S146734,Tamida,Dog,Boxer,98117,0.7,0.0,1.0,0.0,0.5
848,American Staffordshire Terrier,March 21 2018,S129072,Tallulah,Dog,,98136,0.7,0.0,1.0,0.0,0.5
849,American Staffordshire Terrier,August 18 2018,S134709,Eddie,Dog,,98125,0.7,0.0,1.0,0.0,0.5
850,American Staffordshire Terrier,April 17 2018,S142806,Norton,Dog,,98178,0.7,0.0,1.0,0.0,0.5
851,American Staffordshire Terrier,June 28 2018,S145320,Brutus,Dog,,98108,0.7,0.0,1.0,0.0,0.5
852,American Staffordshire Terrier,July 09 2018,S115403,Russell,Dog,,98146,0.7,0.0,1.0,0.0,0.5
853,American Staffordshire Terrier,May 18 2018,S143993,Lambert,Dog,,98115,0.7,0.0,1.0,0.0,0.5
854,American Staffordshire Terrier,July 16 2018,S147034,Bentley,Dog,Labrador Retriever,98116,0.7,0.0,1.0,0.0,0.5
855,American Staffordshire Terrier,May 02 2018,S143410,Libby,Dog,Boston Terrier,98119,0.7,0.0,1.0,0.0,0.5
856,American Staffordshire Terrier,January 19 2018,S127371,Mancha,Dog,Weimaraner,98116,0.7,0.0,1.0,0.0,0.5
857,American Staffordshire Terrier,July 24 2018,S147307,Cora,Dog,,98144,0.7,0.0,1.0,0.0,0.5
858,American Staffordshire Terrier,June 20 2018,S133104,Mugzy,Dog,Chihuahua,98199,0.7,0.0,1.0,0.0,0.5
859,American Staffordshire Terrier,October 13 2018,S122734,Lavender,Dog,,98107,0.7,0.0,1.0,0.0,0.5
860,American Staffordshire Terrier,March 20 2018,139456,Magoo,Dog,Labrador Retriever,98133,0.7,0.0,1.0,0.0,0.5
861,American Staffordshire Terrier,January 26 2018,27337,Henry,Dog,Miniature Bull Terrier,98146,0.7,0.0,1.0,0.0,0.5
