Unique_ID,AnimalName,AnimalClass,AnimalBreed,AnimalColour,AnimalGender,AnimalDesexed,locality,OBJECTID
1000,Scruff,Desexed/Pension/Microchipped,Shih Tzu,Black & White,M,Y,KLEMZIG,0
1001,Rusty,Pension,Kelpie,Black & Brown & White,M,N,KLEMZIG,1
1002,Flute,Standard,Blue Heeler,Blue,F,N,KLEMZIG,2
1003,Max,Pension,Blue Heeler,Unknown,M,N,KLEMZIG,3
1004,Milo,Desexed,Spoodle,Chocolate,M,Y,KLEMZIG,4
1005,Boomer,Desexed/Microchipped,Rottweiler,Brindle,M,Y,KLEMZIG,5
1006,Monty,Desexed/Pension/Microchipped,Maltese,White & Fawn,M,Y,KLEMZIG,6
1007,Karma,Concession,Boxer,Brown,M,N,KLEMZIG,7
1008,Jack,Desexed/Microchipped,Pug,Tan & Black,M,Y,KLEMZIG,8
1009,Terry,Pension,Tenterfield Terrier,Tan & White,M,N,WINDSOR GARDENS,9
1010,Duke,Microchipped,German Shepherd,Black & Gold,M,N,KILBURN,10
1011,Gus,Desexed/Microchipped,Rottweiler,Black & Tan,M,Y,WINDSOR GARDENS,11
1012,Bubble,Desexed/Microchipped,Cavoodle,Cream,F,Y,WINDSOR GARDENS,12
1013,Gema,Desexed/Pension/Microchipped,Boxer,Brown & Black,F,Y,WINDSOR GARDENS,13
1014,Oakie,Desexed/Concession/Microchipped,Bull Mastiff,Tan,F,Y,WINDSOR GARDENS,14
1015,Kele,Standard,Rottweiler,Tan & Black,M,N,WINDSOR GARDENS,15
1016,Brian,Desexed/Microchipped,Jack Russell Terrier,White & Brown,M,Y,WINDSOR GARDENS,16
1017,Minnie,Desexed/Microchipped,Miniature Pinscher,Blue & Tan,F,Y,WINDSOR GARDENS,17
1018,Diesel,Desexed/Pension/Microchipped,Pomeranian,Brown,M,Y,WINDSOR GARDENS,18
1019,Solo,Desexed/Pension/Microchipped,Pomeranian,Brown,M,Y,WINDSOR GARDENS,19
1020,Genghis Kahn,Desexed/Microchipped,Doberman,Black & Tan,M,Y,WINGFIELD,20
1021,Tigerlily,Desexed/Microchipped,Doberman,Black & Tan,F,Y,WINGFIELD,21
1022,Bindi,Desexed/Microchipped,Tenterfield Terrier,White,F,Y,WOODVILLE GARDENS,22
1023,Brax,Standard,German Shepherd,Tan & Brown,M,N,WOODVILLE GARDENS,23
1024,Stella,Standard,German Shepherd,Black & Tan,F,N,WOODVILLE GARDENS,24
1025,Ella,Desexed/Microchipped,Kelpie,Black,F,Y,BROADVIEW,25
1026,Harriet,Desexed/Microchipped,Cocker Spaniel,Blue Roan,F,Y,BROADVIEW,26
1027,Maude,Desexed/Microchipped,Labrador,Gold,F,Y,BROADVIEW,27
1028,Ollie (Olivia),Microchipped/Obedience,Portuguese Water Dog,Black,F,N,BROADVIEW,28
1029,Aggie,Desexed/Microchipped,Belgian Shepherd,Cream,F,Y,BLAIR ATHOL,29
1030,Harriet,Desexed/Microchipped,Staffordshire Bull Terrier,Unknown,F,Y,BLAIR ATHOL,30
1031,Oreo,Microchipped,Whippet,Black & White,M,N,BLAIR ATHOL,31
1032,Remy,Desexed/Pension/Microchipped,Shar Pei,Red & White,F,Y,BLAIR ATHOL,32
1033,Ellie,Desexed/Microchipped,Maltese,White,F,Y,SEFTON PARK,33
1034,Mya,Desexed/Concession,Silky Terrier,Tri Colour,F,Y,SEFTON PARK,34
1035,Shadow,Pension/Microchipped,Fox Terrier,White &  Black & Tan,M,N,SEFTON PARK,35
1036,Monty,Desexed/Microchipped,Maltese,White & Apricot,M,Y,SEFTON PARK,36
1037,Indi,Desexed/Microchipped,Doberman,Black & Tan,F,Y,SEFTON PARK,37
1038,BELLA,Desexed,Labrador,Black,F,Y,SEFTON PARK,38
1039,Bodie,Standard,Maltese,White,M,N,SEFTON PARK,39
1040,Nala,Standard,Dalmation,Black & White,F,N,SEFTON PARK,40
1041,Buzz,Desexed/Microchipped,Cocker Spaniel,Brown,M,Y,SEFTON PARK,41
1042,Marlee,Standard,Labradoodle,Black,F,N,SEFTON PARK,42
1043,Bella,Desexed/Microchipped,Labrador,Unknown,F,Y,SEFTON PARK,43
1044,Bart,Desexed/Microchipped,Shih Tzu,White,M,Y,SEFTON PARK,44
1045,Lady,Standard,Kelpie,Tan & Black,F,N,SEFTON PARK,45
1046,Bruno,Desexed/Pension,Pomeranian,Red,M,Y,SEFTON PARK,46
1047,Syddy,Desexed/Pension/Microchipped,Jack Russell Terrier,Black & Tan,M,Y,SEFTON PARK,47
1048,Diesel,Desexed/Pension/Microchipped,Blue Heeler,Tri Colour,M,Y,NORTHFIELD,48
1049,Indy,Desexed/Pension/Microchipped/Obedience,Kelpie,Black & White,F,Y,NORTHFIELD,49
1050,Zoey,Desexed/Pension/Microchipped,Kelpie,Black & Tan,F,Y,NORTHFIELD,50
1051,Asha,Desexed/Concession/Microchipped,Doberman,Red & Tan,F,Y,NORTHFIELD,51
1052,Jamaa,Desexed/Pension/Microchipped,Doberman,Black & Tan,M,Y,NORTHFIELD,52
1053,Cheekah,Desexed/Microchipped,American Staffordshire Bull Terrier,Black & White,F,Y,CROYDON PARK,53
1054,Roxy,Desexed/Microchipped,Rottweiler,Black & Tan,F,Y,CROYDON PARK,54
1055,Ralph,Pension,Malinois,White,M,N,CROYDON PARK,55
1056,Monty,Desexed/Pension/Microchipped,Maltese,White,M,Y,CROYDON PARK,56
1057,Ella,Desexed/Microchipped,Rhodesian Ridgeback,Brown & White,F,Y,GEPPS CROSS,57
1058,Talula,Desexed/Microchipped,Bull Mastiff,Brown,F,Y,GEPPS CROSS,58
1059,Frank,Desexed/Microchipped,Greyhound,Fawn,M,Y,GEPPS CROSS,59
1060,Charlie,Microchipped,Golden Retriever,Gold,M,N,GEPPS CROSS,60
1061,Cyress,Concession,Shih Tzu,White,M,N,GEPPS CROSS,61
1062,Missy,Desexed/Concession/Microchipped,Shih Tzu,White,F,Y,GEPPS CROSS,62
1063,Sassy,Desexed/Microchipped,Poodle - Toy,Black,F,Y,GEPPS CROSS,63
1064,Tinkerbelle,Desexed/Microchipped,Poodle - Toy,White,F,Y,GEPPS CROSS,64
1065,Mack,Desexed/Microchipped,German Shepherd,Black & Tan,M,Y,GEPPS CROSS,65
1066,Zacharhyia,Concession,Poodle,Black,M,N,GEPPS CROSS,66
1067,Buddy,Pension,Staffordshire Bull Terrier,Tan & White,M,N,GEPPS CROSS,67
1068,Missy,Desexed/Pension/Microchipped,Jack Russell Terrier,White & Tan,F,Y,GEPPS CROSS,68
1069,B.B,Concession,Pomeranian,Brown & Black,M,N,CLEARVIEW,69
1070,Boss,Desexed/Concession,Shih Tzu,Brown,M,Y,CLEARVIEW,70
1071,Reba,Concession,Rottweiler,Black,F,N,CLEARVIEW,71
1072,Cody,Desexed/Microchipped,Blue Heeler,Blue Roan,M,Y,CLEARVIEW,72
1073,Ruby,Desexed/Microchipped,Kelpie,Black & Tan,F,Y,CLEARVIEW,73
1074,CHLOE,Desexed/Pension,Fox Terrier,Tri Colour,F,Y,CLEARVIEW,74
1075,Zac,Concession/Microchipped,American Staffordshire Bull Terrier,Brown,M,N,CLEARVIEW,75
1076,Gizmo,Desexed/Microchipped,Staffordshire Bull Terrier,Brindle,F,Y,CLEARVIEW,76
1077,Lollypop,Desexed/Microchipped,Staffordshire Bull Terrier,Brindle,F,Y,CLEARVIEW,77
1078,Mimi,Desexed/Pension,Poodle,White & Apricot,F,Y,CLEARVIEW,78
1079,Billy,Desexed/Pension/Microchipped,Schnoodle,Black & Brindle,M,Y,VALLEY VIEW,79
1080,Quagmire,Desexed/Microchipped,Jack Russell Terrier,White & Tan,M,Y,VALLEY VIEW,80
1081,Ruby,Desexed/Microchipped,Cattle Dog,Red & White,F,Y,VALLEY VIEW,81
1082,Benny,Standard,Kelpie,Black & Gold,M,N,VALLEY VIEW,82
1083,Bella,Desexed/Pension/Microchipped,Maltese,Tri Colour,F,Y,KLEMZIG,83
1084,Lulu,Desexed/Pension/Microchipped,Whippet,Tiger,F,Y,HOLDEN HILL,84
1085,Odie,Desexed/Pension/Microchipped,Terrier,Tri Colour,M,Y,HOLDEN HILL,85
1086,Misha,Desexed/Microchipped/Obedience,German Shepherd,Black & Tan,F,Y,HOLDEN HILL,86
1087,Trigger,Microchipped,Staffordshire Bull Terrier,Brindle,M,N,HOLDEN HILL,87
1088,Jet,Desexed/Pension/Microchipped/Obedience,Chihuahua,Black & White,M,Y,HOLDEN HILL,88
1089,Carrie,Desexed/Microchipped,Silky Terrier,Black & Brown,F,Y,HOLDEN HILL,89
1090,Poppy,Desexed/Microchipped,Silky Terrier,Black,F,Y,HOLDEN HILL,90
1091,Minnie,Desexed/Microchipped/Obedience,Blue Heeler,Blue & Tan,F,Y,HOLDEN HILL,91
1092,Clifford,Microchipped,English Staffordshire Bull Terrier,Brindle & White,M,N,HOLDEN HILL,92
1093,Bazz,Standard,Cattle Dog,Blue,M,N,HOLDEN HILL,93
1094,Cactus,Desexed/Microchipped,Maltese Terrier,White,M,Y,HOLDEN HILL,94
1095,Billie,Desexed/Microchipped,Maltese,Black & White,M,Y,BLAIR ATHOL,95
1096,Calvin,Desexed/Microchipped,Silky Terrier,Black & Tan,F,Y,BLAIR ATHOL,96
1097,Zoe,Desexed/Microchipped,German Shepherd,Tan & Black,F,Y,BLAIR ATHOL,97
1098,Muffin,Desexed/Concession/Microchipped,Maltese,White,F,Y,BLAIR ATHOL,98
1099,Lola,Standard,Pomeranian,Brown,F,N,BLAIR ATHOL,99
1100,Sugar,Desexed/Pension/Microchipped,Great Dane,Black,F,Y,BLAIR ATHOL,100
1101,Coco,Pension/Microchipped,Poodle - Toy,White,M,N,KLEMZIG,101
1102,Sandy,Desexed/Pension/Microchipped,Kelpie,Tri Colour,F,Y,HOLDEN HILL,102
1103,Emma,Desexed/Pension/Microchipped,Cavalier King Charles Spaniel,Blenheim,F,Y,HOLDEN HILL,103
1104,Nick,Desexed/Pension/Microchipped,Cavalier King Charles Spaniel,Black & Grey,M,Y,MANNINGHAM,104
1105,Lucas,Desexed/Microchipped,Jack Russell Terrier,Tan & White,M,Y,MANNINGHAM,105
1106,Minty,Desexed/Microchipped,Dalmation,White,F,Y,NORTHFIELD,106
1107,Axel,Microchipped,Labradoodle,Chocolate,M,N,NORTHFIELD,107
1108,LILLY,Desexed/Concession,Tenterfield Terrier,White,F,Y,NORTHFIELD,108
1109,Ralph,Concession,Mastiff,Brindle,M,N,NORTHFIELD,109
1110,REBA,Desexed/Concession,Staffordshire Bull Terrier,Tiger,F,Y,NORTHFIELD,110
1111,Luke,Desexed/Pension,Maltese,White,M,Y,NORTHFIELD,111
1112,Mickey,Pension,Lhasa Apso,Grey,M,N,NORTHFIELD,112
1113,Sarge,Microchipped,Dogue de Bordeaux,Chocolate,M,N,NORTHFIELD,113
1114,Lolly,Concession,Fox Terrier,Black & White,M,N,NORTHFIELD,114
1115,billy,Desexed/Pension/Microchipped,Shih Tzu,Tri Colour,M,Y,GREENACRES,115
1116,Brindy,Desexed/Pension,Kelpie,Black & Brindle,F,Y,GREENACRES,116
1117,Louie,Desexed,Maltese,Black & White,M,Y,GREENACRES,117
1118,Bouncer,Standard,Maltese,White,M,N,CROYDON PARK,118
1119,Candy,Desexed/Concession/Microchipped,Chihuahua,Black & White,F,Y,CROYDON PARK,119
1120,Poppi,Desexed/Microchipped,Tenterfield Terrier,Black & Tan,F,Y,CROYDON PARK,120
1121,Chase,Desexed/Microchipped,Border Collie,Black & White,M,Y,CROYDON PARK,121
1122,Princess,Desexed/Microchipped,Maltese,White,F,Y,CROYDON PARK,122
1123,Jack,Standard,Cattle Dog,Black & White,M,N,CROYDON PARK,123
1124,Ella,Desexed/Microchipped,Maltese Terrier,White,F,Y,CROYDON PARK,124
1125,Frankie,Pension/Microchipped,Pug,Fawn,M,N,BLAIR ATHOL,125
1126,Gizmo,Pension/Microchipped,Pug,Black,F,N,BLAIR ATHOL,126
1127,Bridget,Desexed/Microchipped,Terrier,White & Tan,F,Y,BLAIR ATHOL,127
1128,Ester,Desexed/Microchipped,Heeler,Blue,F,Y,BLAIR ATHOL,128
1129,Riley,Desexed/Microchipped,Kelpie,Black & White,M,Y,BLAIR ATHOL,129
1130,Stormy,Desexed/Pension,American Bulldog,Tan & White,F,Y,BLAIR ATHOL,130
1131,Sandy,Desexed/Microchipped,Australian Terrier,Red,M,Y,BLAIR ATHOL,131
1132,Lucy,Desexed/Microchipped,Labrador,Gold,F,Y,BLAIR ATHOL,132
1133,Snowy,Microchipped,West Highland Terrier,White,F,N,BLAIR ATHOL,133
1134,Indie,Standard,Bull Arab,White,F,N,VALLEY VIEW,134
1135,Jesse,Desexed/Microchipped,Border Collie,Black & White,F,Y,VALLEY VIEW,135
1136,Bentley,Desexed/Microchipped,Labradoodle,Gold,M,Y,VALLEY VIEW,136
1137,Portia,Desexed/Microchipped,Labrador,Black,F,Y,VALLEY VIEW,137
1138,Folly,Desexed/Microchipped,Maltese,Cream,F,Y,VALLEY VIEW,138
1139,Abby,Desexed/Microchipped,Fox Terrier,Black & White,F,Y,VALLEY VIEW,139
1140,Peppercorn,Desexed/Microchipped,Fox Terrier,Brown & White,F,Y,VALLEY VIEW,140
1141,Bella,Desexed/Microchipped,Fox Terrier,Brown,F,Y,VALLEY VIEW,141
1142,Leo,Desexed/Pension/Microchipped,Chihuahua,Brindle,M,Y,VALLEY VIEW,142
1143,Archie,Desexed/Microchipped,Mastiff,Gold,M,Y,VALLEY VIEW,143
1144,OSCAR,Desexed,Staffordshire Bull Terrier,Tan,M,Y,VALLEY VIEW,144
1145,Angel,Desexed/Pension/Microchipped,Maltese,White,F,Y,VALLEY VIEW,145
1146,Snowy,Desexed/Pension/Microchipped,Maltese Terrier,White,M,Y,VALLEY VIEW,146
1147,Cocoa,Desexed/Microchipped,Shih Tzu,Chocolate,M,Y,VALLEY VIEW,147
1148,Maggie,Desexed/Microchipped,Maltese Terrier,Black & White,F,Y,VALLEY VIEW,148
1149,Leroy,Standard,Great Dane,Fawn,M,N,VALLEY VIEW,149
1150,Napoleon,Standard,Labrador,Black,M,N,VALLEY VIEW,150
1151,Sasha,Desexed/Microchipped,Labrador,Black,F,Y,VALLEY VIEW,151
1152,Pippa,Desexed/Microchipped,Chihuahua,Tan & White,F,Y,VALLEY VIEW,152
1153,Barney,Desexed/Microchipped,Blue Heeler,Grey,M,Y,VALLEY VIEW,153
1154,Cosmo,Desexed/Pension/Microchipped,Shih Tzu,White & Black,M,Y,HILLCREST,154
1155,Ruby,Desexed/Pension/Microchipped,Stag Hound,White & Brindle,F,Y,HILLCREST,155
1156,Poochie,Desexed/Pension/Microchipped,Maltese,Black & Grey,M,Y,HILLCREST,156
1157,Charlie,Concession,Poodle,Black,M,N,HILLCREST,157
1158,Pepper,Desexed/Concession,Shih Tzu,Black,F,Y,HILLCREST,158
1159,Poppy,Desexed/Pension/Microchipped,Poodle,Black,F,Y,HILLCREST,159
1160,Boss,Desexed/Microchipped,Staffordshire Bull Terrier,Tan & Black,M,Y,HILLCREST,160
1161,Major,Standard,American Bulldog,Tan,M,N,HILLCREST,161
1162,Dexter,Desexed/Microchipped,Siberian Husky,Black & White,M,Y,CROYDON PARK,162
1163,Ellie,Desexed/Microchipped,West Highland Terrier,White,F,Y,CROYDON PARK,163
1164,Kira,Desexed/Microchipped,Kelpie,Black & White,F,Y,CROYDON PARK,164
1165,Max,Desexed/Microchipped,Jack Russell Terrier,Tri Colour,M,Y,CROYDON PARK,165
1166,Boof,Microchipped,English Staffordshire Bull Terrier,Red,M,N,HOLDEN HILL,166
1167,Pippa,Microchipped,English Staffordshire Bull Terrier,Black & White,F,N,HOLDEN HILL,167
1168,Winnie,Desexed/Pension/Microchipped,Cavalier King Charles Spaniel,Tri Colour,F,Y,HOLDEN HILL,168
1169,Tiny,Pension,Chihuahua,White,M,N,ENFIELD,169
1170,Dizzi,Desexed,Jack Russell Terrier,White & Black,F,Y,ENFIELD,170
1171,Mustafa,Desexed,Kelpie,Brown & White,M,Y,ENFIELD,171
1172,Addi,Microchipped,German Shepherd,Black & Tan & White,M,N,KILBURN,172
1173,Archie,Microchipped,Dalmation,White & Liver,M,N,KILBURN,173
1174,Dexter,Microchipped,Doberman,Black & Tan,M,N,KILBURN,174
1175,Snoopy,Desexed/Pension/Microchipped,Tenterfield Terrier,Tri Colour,M,Y,GEPPS CROSS,175
1176,Milo,Concession,Staffordshire Bull Terrier,Brown,F,N,GEPPS CROSS,176
1177,Candy,Desexed/Pension,Staffordshire Bull Terrier,Brindle,F,Y,GEPPS CROSS,177
1178,Cassie,Desexed/Pension,Staffordshire Bull Terrier,Brindle,F,Y,GEPPS CROSS,178
1179,Dan,Pension,Maltese,Black & Brown & White,M,N,GEPPS CROSS,179
1180,Junior,Desexed/Microchipped,Staffordshire Bull Terrier,Red & White,M,Y,NORTHFIELD,180
1181,Flame,Desexed/Concession/Microchipped,Blue Heeler,Blue,F,Y,NORTHFIELD,181
1182,Essie,Desexed/Microchipped,Border Terrier,Red,F,Y,NORTHFIELD,182
1183,Tilly,Desexed/Microchipped,Border Terrier,Red & Brindle,F,Y,NORTHFIELD,183
1184,Klaw,Desexed/Concession,Rhodesian Ridgeback,Black & Tan & White,M,Y,NORTHFIELD,184
1185,Dash,Desexed/Concession/Microchipped,Kelpie,Black,M,Y,NORTHFIELD,185
1186,Sasha,Desexed/Microchipped,German Shepherd,Black & Tan,F,Y,NORTHFIELD,186
1187,Riley,Desexed/Obedience,Labrador,Gold,M,Y,NORTHFIELD,187
1188,Leon,Desexed/Microchipped,Poodle,Black,M,Y,BLAIR ATHOL,188
1189,Mandy,Desexed/Pension/Microchipped,Jack Russell Terrier,White,F,Y,BLAIR ATHOL,189
1190,Barlee,Desexed/Microchipped,Boxer,Tan & White,F,Y,BLAIR ATHOL,190
1191,Blackberry,Desexed/Microchipped,Rottweiler,Black & Tan,F,Y,BLAIR ATHOL,191
1192,DJ,Desexed/Microchipped,Great Dane,Black,M,Y,BLAIR ATHOL,192
1193,Mandy,Pension,Jack Russell Terrier,Brown & White,F,N,BLAIR ATHOL,193
1194,Boots,Microchipped,Bull Terrier,Brindle,F,N,ENFIELD,194
1195,Silva,Standard,Staffordshire Bull Terrier,Brindle,M,N,ENFIELD,195
1196,Bacci,Desexed/Pension,Papillion,Black & White,F,Y,ENFIELD,196
1197,York,Microchipped,Fox Terrier,Black & White,M,N,ENFIELD,197
1198,Pitchy,Desexed/Pension,Blue Heeler,Blue,F,Y,DUDLEY PARK,198
1199,MOLLY,Desexed/Microchipped,Maltese,Black,F,Y,DUDLEY PARK,199
1200,Dora,Pension,Jack Russell Terrier,White & Brown,F,N,DUDLEY PARK,200
1201,Buddy,Desexed/Microchipped,Chihuahua,Black & White,M,Y,BROADVIEW,201
1202,JD,Desexed/Pension/Microchipped,Lhasa Apso,Apricot,M,Y,BROADVIEW,202
1203,Molly,Desexed/Pension/Microchipped,Maltese,Brindle & White,F,Y,BROADVIEW,203
1204,Molly,Desexed/Pension/Microchipped,Fox Terrier,Tri Colour,F,Y,BROADVIEW,204
1205,Toby,Desexed/Microchipped,Fox Terrier,White & Black,M,Y,BROADVIEW,205
1206,Humphrey D Dog,Microchipped,Labrador,Chocolate,M,N,BROADVIEW,206
1207,Hurley,Desexed,Pug,Black,M,Y,BROADVIEW,207
1208,Molly,Desexed/Microchipped,English Staffordshire Bull Terrier,Black & White,F,Y,BROADVIEW,208
1209,Jazzi,Desexed/Microchipped,Staffordshire Bull Terrier,Tan & White,F,Y,BROADVIEW,209
1210,Zena,Desexed/Microchipped,Pomeranian,Brown & Black,F,Y,BROADVIEW,210
1211,Ollie Marshall,Desexed/Microchipped,Jack Russell Terrier,White & Tan,M,Y,BROADVIEW,211
1212,Toby Marshall,Desexed/Microchipped,Jack Russell Terrier,Brown,M,Y,BROADVIEW,212
1213,Minnie,Standard,Pomeranian,White,F,N,BROADVIEW,213
1214,Bazil,Desexed/Microchipped,Cavalier King Charles Spaniel,Rusty,M,Y,BROADVIEW,214
1215,Pinky,Microchipped,Kelpie,White,M,N,MANSFIELD PARK,215
1216,Sumo,Standard,German Shepherd,Black,M,N,MANSFIELD PARK,216
1217,Lovely,Standard,Maltese,Tan,F,N,MANSFIELD PARK,217
1218,Rex,Standard,Maltese,Brown,M,N,MANSFIELD PARK,218
1219,Sally,Pension,Kelpie,Brown,F,N,MANSFIELD PARK,219
1220,Douglas,Desexed/Pension,Staffordshire Bull Terrier,Tan & Black,M,Y,MANSFIELD PARK,220
1221,Bella,Desexed/Microchipped/Obedience,Labradoodle,Black,F,Y,MANSFIELD PARK,221
1222,bonnee,Desexed/Microchipped/Obedience,Labradoodle,Brown & White,F,Y,MANSFIELD PARK,222
1223,Dorrie,Desexed/Pension/Microchipped,Maltese Terrier,White,M,Y,DEVON PARK,223
1224,Casper,Desexed,Spoodle,Black & White,M,Y,DEVON PARK,224
1225,Jake,Desexed,Golden Retriever,Gold,M,Y,DEVON PARK,225
1226,Angas,Desexed/Microchipped,Schnoodle,Salt & Pepper,M,Y,DEVON PARK,226
1227,Daisy,Desexed/Microchipped,Maltese,White,F,Y,DEVON PARK,227
1228,Carl,Standard,Groodle,Black,M,N,DEVON PARK,228
1229,Fred,Microchipped,Labradoodle,Chocolate,M,N,DEVON PARK,229
1230,Indie,Standard,Whippet,White,F,N,DEVON PARK,230
1231,Raven,Desexed/Concession/Microchipped,Labrador,Black,F,Y,DEVON PARK,231
1232,Max Rocky,Desexed/Microchipped,Rottweiler,Black & Tan,M,Y,DEVON PARK,232
1233,Willow,Desexed/Microchipped,Labrador,Chocolate,F,Y,DEVON PARK,233
1234,Summer,Desexed/Microchipped,Labrador,Tan & White,F,Y,DEVON PARK,234
1235,Zooey,Desexed/Microchipped,Jack Russell Terrier,Tan & White,F,Y,DEVON PARK,235
1236,Floyd,Desexed/Microchipped,Boxer,Tan,M,Y,DEVON PARK,236
1237,Fen,Microchipped,Labrador,Black,F,N,DEVON PARK,237
1238,Holly,Desexed/Microchipped,Labrador,Yellow,F,Y,DEVON PARK,238
1239,Lila,Desexed/Microchipped/Obedience,Labrador,Black,F,Y,DEVON PARK,239
1240,Luka,Desexed/Microchipped/Obedience,Rottweiler,Black & Tan,F,Y,DEVON PARK,240
1241,Belle,Desexed/Microchipped,Blue Heeler,Blue,F,Y,DEVON PARK,241
1242,Missy,Desexed/Microchipped,Kelpie,Red & White,F,Y,DEVON PARK,242
1243,Fletcher McDowall,Desexed/Microchipped,Poodle - Toy,Brown,M,Y,DEVON PARK,243
1244,Sapphire,Desexed/Microchipped/Obedience,Staffordshire Bull Terrier,Black & Brindle,F,Y,DEVON PARK,244
1245,Chloe,Desexed/Pension,Maltese,White & Cream,F,Y,DEVON PARK,245
1246,Louie,Pension,Maltese,White & Cream,M,N,DEVON PARK,246
1247,Molly,Desexed,Labrador,Black & Tan,F,Y,MANNINGHAM,247
1248,LUCKY,Standard,Pomeranian,Cream,M,N,MANNINGHAM,248
1249,Hamish,Desexed/Microchipped,Hungarian Viszla,Russet & White,M,Y,MANNINGHAM,249
1250,Ruby,Standard,Border Collie,Black & White,F,N,MANNINGHAM,250
1251,MJ,Desexed/Microchipped,Fox Terrier,Tri Colour,M,Y,BLAIR ATHOL,251
1252,Dizzee Rascal,Desexed/Pension,Chihuahua,Black & Tan,M,Y,BLAIR ATHOL,252
1253,Maripose,Desexed/Pension,Chihuahua,Salt & Pepper,F,Y,BLAIR ATHOL,253
1254,Morag,Desexed/Microchipped,Scotch Terrier,Black,F,Y,KLEMZIG,254
1255,Reggie,Microchipped,British Bulldog,Brindle & White,M,N,KLEMZIG,255
1256,Chico,Desexed/Microchipped,Chihuahua,Tri Colour,M,Y,KLEMZIG,256
1257,HONCHO,Desexed/Microchipped,Cairn Terrier,Wheaton,M,Y,KLEMZIG,257
1258,Diezel,Desexed/Microchipped,Husky,White & Black,M,Y,KLEMZIG,258
1259,Ruby,Desexed/Pension/Microchipped,Maltese,White,F,Y,KLEMZIG,259
1260,Tazzy,Desexed/Pension/Microchipped,Fox Terrier,Tan & Black,M,Y,KLEMZIG,260
1261,Bella,Microchipped/Obedience,Labradoodle,Black,F,N,ENFIELD,261
1262,Coconut,Desexed/Microchipped/Obedience,Labradoodle,Brown,M,Y,ENFIELD,262
1263,Dolly,Microchipped,Labradoodle,Black & White,F,N,ENFIELD,263
1264,Lucy,Desexed/Microchipped,Maltese,Black,F,Y,ENFIELD,264
1265,Spike,Desexed,Maltese,Black,M,Y,ENFIELD,265
1266,Nana,Concession,Chihuahua,Brown,F,N,GILLES PLAINS,266
1267,Riki,Concession,Cross Breed,White,F,N,GILLES PLAINS,267
1268,Bella,Desexed,Jack Russell Terrier,Tan & White,F,Y,GILLES PLAINS,268
1269,ARMI,Desexed/Microchipped,Boxer,Red & White,M,Y,GILLES PLAINS,269
1270,Finn,Desexed/Microchipped,Irish Terrier,Wheaton,M,Y,BROADVIEW,270
1271,Jazz,Desexed/Microchipped/Obedience,Airedale Terrier,Black & Tan,F,Y,BROADVIEW,271
1272,Conan,Desexed/Microchipped/Obedience,Husky,Grey,M,Y,BROADVIEW,272
1273,Ruby,Desexed/Microchipped,Shiba Inu,Red,F,Y,BROADVIEW,273
1274,Midgy,Pension,Chihuahua,Brown,F,N,BROADVIEW,274
1275,TKO,Standard,Boxer,Brindle,M,N,BROADVIEW,275
1276,Cheech,Desexed/Microchipped,Bull Terrier,Brindle & White,M,Y,BROADVIEW,276
1277,Charlie,Desexed/Microchipped,Groodle,Black,M,Y,BROADVIEW,277
1278,Coco,Desexed/Microchipped,Poodle,Chocolate,F,Y,BROADVIEW,278
1279,Loki,Concession,Mastiff,Tan,M,N,BROADVIEW,279
1280,Mimi,Desexed/Pension/Microchipped,Fox Terrier,White,F,Y,BROADVIEW,280
1281,Ziva,Desexed/Microchipped/Obedience,Kelpie,Blue Merle,F,Y,BROADVIEW,281
1282,Lily,Desexed/Microchipped,Dalmation,White & Black,F,Y,BLAIR ATHOL,282
1283,hardtimes,Pension,Maltese,Tri Colour,M,N,BLAIR ATHOL,283
1284,Honey,Desexed/Pension,Maltese,Tri Colour,F,Y,BLAIR ATHOL,284
1285,Bundy,Standard,Bull Terrier,White,F,N,BLAIR ATHOL,285
1286,Zeus,Desexed,Blue Heeler,Blue,M,Y,BLAIR ATHOL,286
1287,Nudge,Desexed,Cattle Dog,Blue,M,Y,BLAIR ATHOL,287
1288,Sophie,Desexed/Microchipped,Maltese Terrier,Black & White,F,Y,BLAIR ATHOL,288
1289,Imelda,Desexed,Silky Terrier,Black & Tan,F,Y,BLAIR ATHOL,289
1290,Dexter,Desexed,German Shepherd,Black & Tan,M,Y,BLAIR ATHOL,290
1291,Sharley,Desexed/Microchipped,Red Heeler,Red,F,Y,BLAIR ATHOL,291
1292,Keira,Desexed/Pension/Microchipped,Kelpie,Red & White,F,Y,BLAIR ATHOL,292
1293,Max,Desexed/Concession/Microchipped,Maltese Terrier,White,M,Y,BLAIR ATHOL,293
1294,Gypsy,Desexed,Kelpie,Black & White,F,Y,BLAIR ATHOL,294
1295,Eibro,Desexed/Pension,Labrador,Black,F,Y,CLEARVIEW,295
1296,Peaches,Desexed/Pension/Microchipped,Airedale Terrier,Black & Tan,F,Y,CLEARVIEW,296
1297,Cerberus,Desexed/Microchipped,Jack Russell Terrier,White & Tan,M,Y,CLEARVIEW,297
1298,Hunter,Desexed/Microchipped,Tibetan Spaniel,Tan,F,Y,CLEARVIEW,298
1299,Georgi,Desexed/Microchipped,Maltese,Tri Colour,F,Y,CLEARVIEW,299
1300,Elle,Desexed/Pension/Microchipped,Shih Tzu,Black & White,F,Y,CLEARVIEW,300
