Unique_ID,AnimalName,AnimalClass,AnimalBreed,AnimalColour,AnimalGender,AnimalDesexed,locality,OBJECTID
7542,Lulu,Pension,Maltese,White & Tan,F,N,ROSEWATER,6542
7543,Archie,Desexed/Microchipped,Cocker Spaniel,Black,M,Y,ROSEWATER,6543
7544,Dexter,Desexed/Microchipped,Kelpie,Black,M,Y,ROSEWATER,6544
7545,Barry,Standard,Norwich Terrier,Red,M,N,ROSEWATER,6545
7546,Abby,Desexed/Pension,Maltese,White,F,Y,ROSEWATER,6546
7547,Max,Desexed/Pension,Maltese,White,M,Y,ROSEWATER,6547
7548,Jason,Desexed/Microchipped/Obedience,Maltese,Grey & White,M,Y,ROSEWATER,6548
7549,Brindle,Desexed/Microchipped,Staffordshire Bull Terrier,Brindle & White,F,Y,ROSEWATER,6549
7550,Tonka,Desexed/Microchipped,Maltese Terrier,Tri Colour,M,Y,ROSEWATER,6550
7551,Missy,Desexed/Microchipped,Heeler,White,F,Y,ROSEWATER,6551
7552,Maksy,Concession,Jack Russell Terrier,Brown & White,M,N,ROSEWATER,6552
7553,Diesel,Microchipped,German Shepherd,Black & Tan,M,N,ROSEWATER,6553
7554,Ella,Microchipped,German Shepherd,Black & Tan,F,N,ROSEWATER,6554
7555,Mavro,Microchipped,Mastiff,Brindle,M,N,ROSEWATER,6555
7556,Lilo,Pension,Pomeranian,White,F,N,ROSEWATER,6556
7557,Royally,Desexed/Pension/Microchipped,Cavoodle,Grey,M,Y,ROSEWATER,6557
7558,Zeeba,Desexed/Microchipped,Staffordshire Bull Terrier,Red,F,Y,ROSEWATER,6558
7559,Ranger,Desexed/Microchipped,Labrador,Brown & White,M,Y,ROSEWATER,6559
7560,MIlo,Desexed/Pension/Microchipped,Maltese,White,M,Y,ROSEWATER,6560
7561,Bella,Standard,Jack Russell Terrier,Brown & White,F,N,ROSEWATER,6561
7562,Daisy,Desexed/Microchipped,Kelpie,Tan,F,Y,ROSEWATER,6562
7563,Audrey,Desexed/Microchipped,Italian Greyhound,Fawn,F,Y,ROSEWATER,6563
7564,Max,Desexed/Pension/Microchipped,Moodle,Tri Colour,M,Y,ROSEWATER,6564
7565,Roley,Standard,Maltese Terrier,White,M,N,ROSEWATER,6565
7566,Rosie,Concession,Moodle,White,F,N,ROSEWATER,6566
7567,Angus James,Desexed/Microchipped,Beagle,Tri Colour,M,Y,ROSEWATER,6567
7568,Xena,Desexed/Microchipped,Akita,White & Black,F,Y,ROSEWATER,6568
7569,Zeus,Standard,Akita,Black & White,M,N,ROSEWATER,6569
7570,Shannon,Standard,Maltese,Black & White & Brindle,U,N,ROSEWATER,6570
7571,Chappy,Concession,Maltese Terrier,Black & White,M,N,ROSEWATER,6571
7572,Fritz,Microchipped,Dachshund,Brindle,M,N,ROSEWATER,6572
7573,CINDY,Pension,Dachshund,Red,F,N,ROSEWATER,6573
7574,Lucy,Desexed,Maltese,White,F,Y,ROSEWATER,6574
7575,Sophie,Desexed,Maltese,White,F,Y,ROSEWATER,6575
7576,Frankie,Desexed/Pension/Microchipped/Obedience,Beagle,Tri Colour,M,Y,ROSEWATER,6576
7577,Franklin,Desexed/Pension/Microchipped/Obedience,Beagle,Tri Colour,M,Y,ROSEWATER,6577
7578,Buster,Desexed/Pension/Microchipped,Terrier,Black & White,M,Y,ROSEWATER,6578
7579,Gypsy,Desexed/Pension/Microchipped,Dalmation,Black Blue & Roan,F,Y,ROSEWATER,6579
7580,Jack,Pension,Staffordshire Bull Terrier,Brown & Brindle,M,N,ROSEWATER,6580
7581,Hobey,Desexed/Pension/Microchipped,Red Heeler,Red,M,Y,ROSEWATER,6581
7582,Elf,Desexed/Pension,Labrador,Tan,M,Y,ROSEWATER,6582
7583,Socks,Pension,Chihuahua,Black & White,F,N,ROSEWATER,6583
7584,Max,Desexed/Pension/Microchipped,Border Collie,Gold,M,Y,ROSEWATER,6584
7585,Bella,Desexed/Pension/Microchipped,Maltese,White,F,Y,ROSEWATER,6585
7586,Deni,Desexed/Pension/Microchipped/Obedience,Labrador,Black,F,Y,ROSEWATER,6586
7587,Gammacorvigienah,Desexed/Pension/Microchipped/Obedience,Labrador,Black,F,Y,ROSEWATER,6587
7588,Lola,Desexed/Concession/Microchipped,Boxer,Brindle,F,Y,ROSEWATER,6588
7589,Lady,Standard,Rottweiler,Black & Tan & Roan,F,N,ROSEWATER,6589
7590,Biddy,Desexed/Microchipped,Labrador,Black,F,Y,ROSEWATER,6590
7591,Rocky,Standard,Jack Russell Terrier,Tan & White,M,N,ROSEWATER,6591
7592,Roxy,Desexed/Pension,Shih Tzu,Fawn,F,Y,ROSEWATER,6592
7593,Tosca,Pension,Fox Terrier,Black & White,F,N,ROSEWATER,6593
7594,Spooky,Desexed/Microchipped,Kelpie,Black,M,Y,ROSEWATER,6594
7595,Cutty,Concession,Shar Pei,Red,M,N,ROSEWATER,6595
7596,QT,Desexed/Concession/Microchipped,Staffordshire Bull Terrier,Orange & Brown,F,Y,ROSEWATER,6596
7597,Charlie,Standard,Pomeranian,Tan,F,N,ROSEWATER,6597
7598,Lolly Dolly,Desexed/Pension/Microchipped,Tenterfield Terrier,White & Cream,F,Y,ROSEWATER,6598
7599,Marilyn Monroe,Desexed/Pension/Microchipped,Chihuahua,Cream & Brown,F,Y,ROSEWATER,6599
7600,Mehetabel,Desexed/Pension/Microchipped,Border Collie,Black & White,F,Y,ROSEWATER,6600
7601,Archie,Desexed/Microchipped,Poodle - Toy,Black,M,Y,ROSEWATER,6601
7602,Charlie,Desexed/Microchipped,Pugalier,Black,M,Y,GILLMAN,6602
7603,Casper,Desexed/Microchipped/Obedience,Doberman,Black & Tan,M,Y,GILLMAN,6603
7604,buddy,Desexed/Pension,German Shepherd,Black & Brown & White,M,Y,GILLMAN,6604
7605,Chester,Desexed,Schnauzer,Black & Silver,M,Y,GILLMAN,6605
7606,Texas,Desexed/Microchipped,Schnauzer,Black,M,Y,GILLMAN,6606
7607,Ruby,Desexed/Microchipped/Obedience,Cocker Spaniel,Red & Brown,F,Y,GILLMAN,6607
7608,Callie,Desexed/Microchipped,Border Collie,Red,F,Y,GILLMAN,6608
7609,Towser,Desexed/Pension/Microchipped,Yorkshire Terrier,Silver,M,Y,GILLMAN,6609
7610,Marley,Desexed/Microchipped,Staffordshire Bull Terrier,Brindle,F,Y,GILLMAN,6610
7611,Balto,Desexed/Microchipped/Obedience,Maltese,Apricot,M,Y,ROSEWATER,6611
7612,Shilo,Desexed/Microchipped,Maltese,White,F,Y,ROSEWATER,6612
7613,Kumar,Desexed/Microchipped/Obedience,Samoyed,White,M,Y,ROSEWATER,6613
7614,Ted,Desexed/Microchipped/Obedience,Samoyed,White,M,Y,ROSEWATER,6614
7615,Gracie,Standard,Shih Tzu,White &  Black & Tan,F,N,ROSEWATER,6615
7616,Marvin,Desexed/Microchipped,Retriever - Curly Coated,Black,M,Y,ROSEWATER,6616
7617,Lilly,Desexed/Microchipped,Shih Tzu,Grey,F,Y,ROSEWATER,6617
7618,Holly,Desexed/Microchipped,Labradoodle,White & Brown,F,Y,ROSEWATER,6618
7619,Charlie,Desexed/Microchipped,Maltese,White,M,Y,ROSEWATER,6619
7620,Wilfred,Desexed/Microchipped,German Shepherd,Black & Ash,M,Y,ROSEWATER,6620
7621,Manni,Desexed/Microchipped,Labrador,Black,M,Y,ROSEWATER,6621
7622,Jake,Desexed/Pension/Microchipped,Tenterfield Terrier,Black & White,M,Y,ROSEWATER,6622
7623,Pepper,Desexed/Microchipped,Schnauzer,Black,F,Y,ROSEWATER,6623
7624,Rommy,Desexed/Microchipped,Pointer,Orange & White,M,Y,ROSEWATER,6624
7625,Saphire,Standard,Shar Pei,Lilac,F,N,ROSEWATER,6625
7626,Wally,Desexed/Microchipped,Whippet,White,M,Y,ROSEWATER,6626
7627,Alfie,Desexed/Microchipped,Beagle,Tri Colour,M,Y,ROSEWATER,6627
7628,Hugo,Desexed,Cavalier King Charles Spaniel,Blenheim,M,Y,ROSEWATER,6628
7629,Watson,Desexed/Microchipped,Cavoodle,Blonde,M,Y,ROSEWATER,6629
7630,Scrap Hopkins,Desexed/Microchipped,Maltese Terrier,Black & Grey,M,Y,ROSEWATER,6630
7631,Stya Hopkins,Desexed/Microchipped,Belgian Shepherd,Black & Tan,F,Y,ROSEWATER,6631
7632,Bailey,Microchipped,Beagle,Brown & Black,M,N,ROSEWATER,6632
7633,Diesel Dakoda Carter,Desexed/Microchipped,American Bulldog,Brindle,M,Y,ROSEWATER,6633
7634,Vas,Standard,Maltese,White & Tan,M,N,ROSEWATER,6634
7635,Wilbur,Desexed/Microchipped,Labradoodle,Chocolate,M,Y,ROSEWATER,6635
7636,Lucy-lou,Desexed/Microchipped,Beagle,Tri Colour,F,Y,ROSEWATER,6636
7637,Jake,Microchipped,German Shepherd,White,M,N,ROSEWATER,6637
7638,Pippy,Desexed/Pension/Microchipped,Pomeranian,Black & Tan & White,F,Y,ROSEWATER,6638
7639,Aza,Desexed/Pension/Microchipped,Staffordshire Bull Terrier,Tan,F,Y,ROSEWATER,6639
7640,Sadie,Desexed/Pension,Kelpie,Red,F,Y,ROSEWATER,6640
7641,Jemma,Desexed/Microchipped,Rhodesian Ridgeback,Brown,F,Y,ROSEWATER,6641
7642,Tigger 2,Desexed/Pension/Microchipped,American Staffordshire Bull Terrier,Brindle,M,Y,ROSEWATER,6642
7643,Bobik,Pension,Pomeranian,Red,M,N,ROSEWATER,6643
7644,Cooper,Desexed/Microchipped,Blue Heeler,Black & Grey,M,Y,ROSEWATER,6644
7645,Missy,Desexed/Pension/Microchipped,Jack Russell Terrier,Tri Colour,F,Y,ROSEWATER,6645
7646,Ling Ling,Desexed/Microchipped,Kelpie,Black,F,Y,ROSEWATER,6646
7647,Bowzer,Microchipped,American Staffordshire Bull Terrier,Brindle & Tan,M,N,ROSEWATER,6647
7648,Bella,Desexed/Microchipped,Cocker Spaniel,Gold,F,Y,ROSEWATER,6648
7649,Jak,Desexed/Microchipped,Rottweiler,Black & Tan,M,Y,ROSEWATER,6649
7650,Elliot,Desexed/Microchipped,Bull Terrier,White,M,Y,ROSEWATER,6650
7651,Max,Desexed/Microchipped,Staffordshire Bull Terrier,Brindle & White,M,Y,ROSEWATER,6651
7652,Chloe,Desexed/Microchipped,Border Collie,Black & White,F,Y,ROSEWATER,6652
7653,Boo Boo,Desexed/Microchipped,Maltese,Black & White,F,Y,ROSEWATER,6653
7654,Dash,Standard,Chihuahua,Black,M,N,ROSEWATER,6654
7655,Grace,Desexed/Concession/Microchipped,Bull Mastiff,Apricot,F,Y,ROSEWATER,6655
7656,Bindy,Desexed/Pension,Jack Russell Terrier,White,F,Y,ROSEWATER,6656
7657,Frankie,Desexed/Microchipped,Dachshund,Black & Tan,M,Y,ROSEWATER,6657
7658,Ollie,Desexed/Microchipped,Labrador,Black,M,Y,ROSEWATER,6658
7659,Kayla,Desexed/Microchipped,Border Collie,Black & White,F,Y,ROSEWATER,6659
7660,Zack,Desexed/Microchipped,Groodle,Black,M,Y,ROSEWATER,6660
7661,Major,Desexed/Microchipped/Obedience,Heeler,Black,M,Y,PORT ADELAIDE,6661
7662,Elliot Harpo,Desexed/Microchipped,Jack Russell Terrier,Tri Colour,M,Y,PORT ADELAIDE,6662
7663,Lilly,Desexed/Microchipped,West Highland Terrier,Charcoal,F,Y,PORT ADELAIDE,6663
7664,Mariah,Desexed,Cross Breed,White & Black,F,Y,PORT ADELAIDE,6664
7665,Harold,Pension,Dogue de Bordeaux,Brown & Tan,M,N,PORT ADELAIDE,6665
7666,Soxy,Pension,Labrador,Cream & White,F,N,PORT ADELAIDE,6666
7667,Shado,Desexed/Microchipped,Rhodesian Ridgeback,Tan & White,M,Y,GILLMAN,6667
7668,Hecktor,Desexed/Microchipped,Shepherd,Black & Tan,M,Y,BIRKENHEAD,6668
7669,Marley,Standard,Staffordshire Bull Terrier,Black,F,N,BIRKENHEAD,6669
7670,Moxley,Concession,Labrador,Black,M,N,BIRKENHEAD,6670
7671,Kaicee,Desexed/Microchipped,Bull Terrier,Brindle,F,Y,BIRKENHEAD,6671
7672,Charlie,Desexed/Microchipped/Obedience,Maltese,Fawn & White,M,Y,BIRKENHEAD,6672
7673,Ollie,Desexed/Concession/Microchipped,Kelpie,Tan,M,Y,GLANVILLE,6673
7674,Charlie,Desexed/Pension/Microchipped,Bichon Frise,White,M,Y,ETHELTON,6674
7675,Pepper,Desexed/Pension/Microchipped,Cattle Dog,Blue,F,Y,ETHELTON,6675
7676,Harry,Desexed/Microchipped,Jack Russell Terrier,White & Tan,M,Y,ETHELTON,6676
7677,Nula,Desexed/Microchipped,Cavoodle,Multi Coloured,F,Y,ETHELTON,6677
7678,Thunder,Desexed/Microchipped,Border Terrier,Black,M,Y,ETHELTON,6678
7679,Horry,Desexed/Microchipped,Bulldog,Tan & White,M,Y,ETHELTON,6679
7680,Mishka,Desexed/Microchipped,German Shepherd,Black & Brown,F,Y,ETHELTON,6680
7681,NUDGE,Pension,Maltese,Brown,M,N,ETHELTON,6681
7682,Kizzi,Desexed,Shih Tzu,White,F,Y,ETHELTON,6682
7683,Ky,Desexed/Microchipped,Blue Heeler,Blue & Grey,F,Y,ETHELTON,6683
7684,Pugslee,Desexed/Microchipped,Pug,Tan,M,Y,ETHELTON,6684
7685,Brady,Desexed/Microchipped,Labrador,Unknown,F,Y,ETHELTON,6685
7686,Harley,Desexed/Microchipped,Kelpie,Unknown,M,Y,ETHELTON,6686
7687,Zack,Desexed/Microchipped,Labrador,White & Brown,M,Y,ETHELTON,6687
7688,Millie,Desexed/Microchipped,Beagle,White & Tan,F,Y,ETHELTON,6688
7689,Jack,Pension,Fox Terrier,Brown,M,N,ETHELTON,6689
7690,Killer,Pension,Jack Russell Terrier,Brown & Black,M,N,ETHELTON,6690
7691,Reign,Desexed/Microchipped,Border Collie,Grey,M,Y,ETHELTON,6691
7692,Arnie,Desexed,Maltese Terrier,Black & Grey,M,Y,ETHELTON,6692
7693,Maci,Desexed/Microchipped,Border Collie,Brown & White,F,Y,ETHELTON,6693
7694,TILLY,Desexed/Microchipped,Border Collie,Black,F,Y,ETHELTON,6694
7695,Tully,Desexed/Microchipped/Obedience,Golden Retriever,Blonde,F,Y,ETHELTON,6695
7696,Jack,Desexed/Pension/Microchipped,Lhasa Apso,Fawn,M,Y,ETHELTON,6696
7697,TILDA,Desexed/Pension/Microchipped,Maltese,Black & White,F,Y,ETHELTON,6697
7698,Dexter,Desexed/Microchipped,Jack Russell Terrier,White & Tan,M,Y,ETHELTON,6698
7699,Dimon,Pension,Sheepdog,Brown,M,N,ETHELTON,6699
7700,Dexter,Pension,Border Collie,Black & White,M,N,ETHELTON,6700
7701,Declan,Desexed/Pension,Poodle,Brindle,M,Y,ETHELTON,6701
7702,Billy,Desexed/Microchipped,Maltese,White & Tan,M,Y,ETHELTON,6702
7703,Ruby,Desexed/Microchipped,Poodle,Black,F,Y,ETHELTON,6703
7704,Misty,Standard,Maltese,White & Black,F,N,ETHELTON,6704
7705,Rex,Desexed/Microchipped,Staffordshire Bull Terrier,Brindle & White,M,Y,ETHELTON,6705
7706,DiDi,Desexed/Microchipped/Obedience,Labrador,Black & Brindle,F,Y,ETHELTON,6706
7707,Oddie,Desexed,Jack Russell Terrier,Unknown,M,Y,ETHELTON,6707
7708,Mhilo,Standard,Rhodesian Ridgeback,Brown,M,N,ETHELTON,6708
7709,Choco,Standard,American Bulldog,Brown,M,N,ETHELTON,6709
7710,Lucky,Standard,American Bulldog,Black,M,N,ETHELTON,6710
7711,Munchie,Standard,Chihuahua,White,M,N,ETHELTON,6711
7712,Rosie,Desexed/Microchipped,Maltese,White & Tan,F,Y,ETHELTON,6712
7713,Harry,Desexed/Microchipped,Maltese,White & Brown,M,Y,ETHELTON,6713
7714,Hugo,Desexed/Microchipped,Cocker Spaniel,White & Beige,M,Y,ETHELTON,6714
7715,Roxy,Desexed/Microchipped,Cocker Spaniel,Brown,F,Y,ETHELTON,6715
7716,Sebastian,Desexed/Microchipped,Poodle - Toy,Brown & Black,M,Y,ETHELTON,6716
7717,Mack,Desexed/Microchipped,Blue Heeler,Black & White,M,Y,ETHELTON,6717
7718,Roy,Desexed/Microchipped,Kelpie,Tan & Black & White,M,Y,ETHELTON,6718
7719,Jessie,Desexed/Microchipped,Beagle,Tri Colour,F,Y,ETHELTON,6719
7720,Lolly,Desexed/Microchipped,Beagle,Tri Colour,F,Y,ETHELTON,6720
7721,Leo,Desexed/Microchipped,Manchester Terrier,Black & Tan,M,Y,ETHELTON,6721
7722,Max,Desexed/Microchipped,Kelpie,Black & Tan,M,Y,ETHELTON,6722
7723,Angus,Desexed/Microchipped,Jack Russell Terrier,White & Red,M,Y,ETHELTON,6723
7724,Marley,Desexed/Microchipped,Jack Russell Terrier,White & Black,M,Y,ETHELTON,6724
7725,Sissy,Microchipped,Spoodle,White,F,N,ETHELTON,6725
7726,Beast,Standard,Akita,White & Grey,M,N,ETHELTON,6726
7727,Poppie,Desexed/Microchipped,Terrier,Black & Tan,F,Y,ETHELTON,6727
7728,Brutus,Desexed/Microchipped,Maltese,White,M,Y,ETHELTON,6728
7729,Tuffy,Desexed/Microchipped,Maltese,White & Grey,M,Y,ETHELTON,6729
7730,Rosie,Desexed/Microchipped,Pomeranian,Sandy,F,Y,ETHELTON,6730
7731,BUDDY,Desexed/Microchipped,Maltese,White,M,Y,ETHELTON,6731
7732,Matilda,Desexed/Microchipped,Cattle Dog,Black & Tan & White,F,Y,ETHELTON,6732
7733,Nitro,Desexed/Concession/Microchipped,Maltese,Black & White,M,Y,ETHELTON,6733
7734,Hugo,Desexed/Microchipped,Maltese,Black & White,M,Y,ETHELTON,6734
7735,Candy Lou,Desexed/Microchipped,Maltese,White,F,Y,ETHELTON,6735
7736,Gummy Bear,Microchipped,Maltese,White,M,N,ETHELTON,6736
7737,Millie Mollie Mandy,Desexed/Microchipped,Maltese,White,F,Y,ETHELTON,6737
7738,Ruby Booby Blue,Desexed/Microchipped,Moodle,White & Tan,F,Y,ETHELTON,6738
7739,R388,Desexed/Microchipped,Heeler,Blue Roan,F,Y,ETHELTON,6739
7740,Monty,Desexed/Microchipped,Retriever - Curly Coated,Black,M,Y,ETHELTON,6740
7741,Dug,Standard,Red Heeler,Red,M,N,ETHELTON,6741
7742,Tiger,Desexed/Microchipped,Jack Russell Terrier,White & Tan,M,Y,ETHELTON,6742
7743,Shiva,Desexed,Jack Russell Terrier,Brown & White,F,Y,ETHELTON,6743
7744,Clementine,Microchipped,Poodle - Toy,White & Apricot,F,N,ETHELTON,6744
7745,Clementine,Microchipped,Poodle - Toy,White & Apricot,F,N,ETHELTON,6745
7746,Cooper,Desexed/Microchipped/Obedience,Labrador,Black,M,Y,ETHELTON,6746
7747,Jasmine Gemma,Desexed/Microchipped/Obedience,Cattle Dog,Red & Blue,F,Y,ETHELTON,6747
7748,Mahla,Microchipped,Alaskan Malamute,White & Black,F,N,ETHELTON,6748
7749,Semi,Desexed/Microchipped,Maltese Terrier,Sable,F,Y,ETHELTON,6749
7750,Cosby,Desexed/Microchipped,Terrier,Tan & White,M,Y,ETHELTON,6750
7751,Banjax,Standard,Staffordshire Bull Terrier,Tan,M,N,ETHELTON,6751
7752,Merv,Desexed/Microchipped,Border Collie,Brown,M,Y,ETHELTON,6752
7753,Roy,Desexed/Microchipped,Terrier,Black,M,Y,ETHELTON,6753
7754,Bear,Standard,Husky,White & Grey,M,N,ETHELTON,6754
7755,Paris,Standard,Staffordshire Bull Terrier,Black,F,N,ETHELTON,6755
7756,Cloud,Standard,Red Heeler,White & Brown,M,N,ETHELTON,6756
7757,Mika,Desexed/Pension/Microchipped/Obedience,Alaskan Malamute,White & Grey,F,Y,ETHELTON,6757
7758,Bozo,Desexed/Pension,Red Heeler,Red,M,Y,ETHELTON,6758
7759,Scamp,Desexed/Pension/Microchipped,Jack Russell Terrier,Black & Tan,M,Y,ETHELTON,6759
7760,Bella,Pension/Microchipped,Siberian Husky,Black & White,F,N,ETHELTON,6760
7761,Ruby,Pension/Microchipped,Siberian Husky,Black & White,F,N,ETHELTON,6761
7762,Kukki,Desexed,Jack Russell Terrier,Brindle,F,Y,ETHELTON,6762
7763,Trixie,Desexed/Microchipped,Jack Russell Terrier,Black & White,F,Y,ETHELTON,6763
7764,Bella,Desexed/Pension/Microchipped,Border Collie,Black & White,F,Y,ETHELTON,6764
7765,Sanrancho Aria Xia,Desexed/Microchipped,German Shepherd,Black & Tan,F,Y,ETHELTON,6765
7766,Sanrancho Centurian Dukahn,Microchipped,German Shepherd,Black & Tan,M,N,ETHELTON,6766
7767,Meg,Desexed/Microchipped,Schnauzer,Black,F,Y,ETHELTON,6767
7768,Myffi,Desexed/Pension/Microchipped,Pomeranian,White,F,Y,ETHELTON,6768
7769,Saxon,Standard,Staffordshire Bull Terrier,Black,M,N,ETHELTON,6769
7770,Bella,Desexed/Concession/Microchipped,Maltese,Black & White,F,Y,ETHELTON,6770
7771,Amber,Desexed/Microchipped/Obedience,Beagle,Blenheim,F,Y,ETHELTON,6771
7772,Kobi,Desexed/Microchipped,Maltese,Tan & Black,M,Y,ETHELTON,6772
7773,Missy,Desexed,Maltese Terrier,White &  Black & Tan,F,Y,ETHELTON,6773
7774,Ngaire,Microchipped,Staffordshire Bull Terrier,Brindle,F,N,ETHELTON,6774
7775,Dorothy,Desexed/Microchipped,Maltese,White & Tan,F,Y,ETHELTON,6775
7776,Rom,Desexed/Microchipped,Staffordshire Bull Terrier,Red & Tan,M,Y,ETHELTON,6776
7777,Minny,Desexed/Pension/Microchipped,Chihuahua,Tan & Sable,F,Y,ETHELTON,6777
7778,Effy,Standard,Maltese,White,U,N,ETHELTON,6778
7779,Maximus,Standard,English Mastiff,Unknown,M,N,ETHELTON,6779
7780,Buddy,Standard,Fox Terrier,Black,M,N,ETHELTON,6780
7781,Haliyah,Desexed/Microchipped/Obedience,Labrador,Yellow,F,Y,ETHELTON,6781
7782,Tas,Desexed/Pension,Jack Russell Terrier,Black,F,Y,ETHELTON,6782
7783,Jake,Desexed/Microchipped,Jack Russell Terrier,Brown & White,M,Y,ETHELTON,6783
7784,Jasper,Desexed/Microchipped,Dalmation,White & Black,M,Y,ETHELTON,6784
7785,Jordyn,Microchipped,American Staffordshire Bull Terrier,Black & White,F,N,ETHELTON,6785
7786,Mason,Desexed/Microchipped,American Staffordshire Bull Terrier,Tan & White,M,Y,ETHELTON,6786
7787,Jessie,Desexed/Microchipped,Shih Tzu,Brown & White,F,Y,ETHELTON,6787
7788,Charlie,Desexed/Microchipped,Maltese,White & Cream,M,Y,ETHELTON,6788
7789,Polly,Desexed,Maltese,Fawn & White,F,Y,ETHELTON,6789
7790,Chester,Desexed/Microchipped,Golden Retriever,Cream & White,M,Y,ETHELTON,6790
7791,Chad,Desexed/Pension,Terrier,Tan & Black,M,Y,ETHELTON,6791
7792,Eight Ball,Microchipped,Bull Terrier,White,M,N,ETHELTON,6792
7793,Daisy-mouse,Standard,Labrador,Gold,F,N,ETHELTON,6793
7794,Cooper,Standard,Red Heeler,White & Red,M,N,ETHELTON,6794
7795,Sapa,Desexed/Microchipped,Hungarian Viszla,Rusty,F,Y,ETHELTON,6795
7796,Cujo,Desexed,Corgi,Tan,M,Y,ETHELTON,6796
7797,Elvis,Desexed/Pension,Border Collie,Black & White,M,Y,ETHELTON,6797
7798,Mickey,Desexed/Microchipped,Labrador,Black & White,M,Y,ETHELTON,6798
7799,Hugo,Desexed/Microchipped,Chihuahua,Tan & White,M,Y,ETHELTON,6799
7800,Mishka,Desexed/Pension/Microchipped,Boxer,Tan,F,Y,ETHELTON,6800
7801,Harry,Desexed/Microchipped,Maltese Terrier,White,M,Y,ETHELTON,6801
7802,Stella,Desexed/Microchipped,English Staffordshire Bull Terrier,Brindle & Tan,F,Y,ETHELTON,6802
7803,Morri,Desexed/Microchipped,Schnauzer,Tri Colour,M,Y,ETHELTON,6803
7804,Quinn,Microchipped,English Springer Spaniel,Liver & White,M,N,ETHELTON,6804
7805,Macey,Desexed/Concession/Microchipped,Maltese,White & Brown,F,Y,ETHELTON,6805
7806,Lulu,Desexed/Microchipped,Staffordshire Bull Terrier,Black,F,Y,ETHELTON,6806
7807,Holly,Desexed,Shih Tzu,White & Apricot,F,Y,ETHELTON,6807
7808,Jasper,Microchipped,Maltese,White & Apricot,M,N,ETHELTON,6808
7809,Rufus,Desexed/Pension,Staffordshire Bull Terrier,Brown,M,Y,ETHELTON,6809
7810,Inga,Desexed/Microchipped,Miniature Pinscher,Brindle,M,Y,ETHELTON,6810
7811,Max,Desexed,Staffordshire Bull Terrier,Tan,M,Y,ETHELTON,6811
7812,Peanut,Desexed,Maltese Terrier,Black & White,F,Y,ETHELTON,6812
7813,Alfie,Desexed/Microchipped,Cavoodle,Black,M,Y,ETHELTON,6813
7814,Barney,Desexed/Microchipped,Beagle,Tri Colour,M,Y,ETHELTON,6814
7815,Mocha,Desexed/Microchipped,Kelpie,Black,F,Y,ETHELTON,6815
7816,Hugo,Desexed/Microchipped,Kelpie,Tan & Brown,M,Y,ETHELTON,6816
7817,Billie,Desexed/Microchipped,Border Collie,Black & White,M,Y,ETHELTON,6817
7818,Venus,Standard,Fox Terrier,Black,F,N,ETHELTON,6818
7819,Pepper,Desexed/Microchipped,English Cocker Spaniel,Black & White,F,Y,ETHELTON,6819
7820,Winnie,Desexed/Pension/Microchipped,Weimaraner,Silver,F,Y,ETHELTON,6820
7821,Nyah,Standard,Husky,White,F,N,ETHELTON,6821
7822,Boof,Desexed/Microchipped,Rhodesian Ridgeback,Tan & White,M,Y,ETHELTON,6822
7823,Dizzy,Desexed,Staffordshire Bull Terrier,White & Black,F,Y,ETHELTON,6823
7824,Panda,Desexed/Microchipped,Greyhound,White,F,Y,ETHELTON,6824
7825,Ellie,Desexed/Microchipped,Staffordshire Bull Terrier,Black & Tan & Roan,F,Y,ETHELTON,6825
7826,Jackson,Desexed/Microchipped,Staffordshire Bull Terrier,Tan,M,Y,ETHELTON,6826
7827,Rosie,Microchipped,Labrador,Gold,F,N,ETHELTON,6827
7828,Gemma,Desexed/Microchipped,Jack Russell Terrier,Tan & White,F,Y,ETHELTON,6828
7829,Zeus,Microchipped,Jack Russell Terrier,Unknown,M,N,ETHELTON,6829
7830,Koko,Desexed/Pension,Chihuahua,Black,M,Y,ETHELTON,6830
7831,Samaan,Desexed/Microchipped,German Shepherd,Black & Tan,M,Y,ETHELTON,6831
7832,Earl,Desexed/Microchipped,Maltese Terrier,White & Tan,M,Y,ETHELTON,6832
7833,Milo,Desexed/Microchipped,Cavalier King Charles Spaniel,Gold & Brown,M,Y,ETHELTON,6833
7834,Doug,Desexed/Microchipped,Schnauzer,Multi Coloured,M,Y,ETHELTON,6834
7835,Harry,Pension,Labrador,Chocolate,M,N,ETHELTON,6835
7836,Rex,Desexed/Pension,Staffordshire Bull Terrier,Ginger & White,M,Y,ETHELTON,6836
7837,Jody,Desexed/Pension/Microchipped,Kelpie,Black & Tan & White,F,Y,ETHELTON,6837
7838,Millie,Microchipped,Pomeranian,Red,F,N,ETHELTON,6838
7839,Tigger,Desexed/Microchipped,Shiba Inu,Red,M,Y,ETHELTON,6839
7840,Becks,Desexed/Microchipped,Jack Russell Terrier,Tan & White,M,Y,ETHELTON,6840
7841,Stella,Desexed/Microchipped,Jack Russell Terrier,Tan & White,F,Y,ETHELTON,6841
7842,Butler,Desexed/Microchipped/Obedience,Beagle,Tri Colour,M,Y,ETHELTON,6842
7843,Lambert,Desexed/Microchipped/Obedience,Beagle,Tri Colour,M,Y,ETHELTON,6843
7844,Kora,Desexed/Microchipped,Schnauzer,Black & Tan,F,Y,ETHELTON,6844
