RowNumber,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,CommunityDistrict,CensusTract2010,NTA,CityCouncilDistrict,CongressionalDistrict,StateSenatorialDistrict,LicenseIssuedDate,LicenseExpiredDate
47131,AUTUMN ,F,1/1/04 0:00,Cocker Spaniel,Bronx,10469,212,358,BX03,12,16,36,1/13/16,2/28/17
47132,ARLO,M,8/1/13 0:00,Unknown,Manhattan,10128,108,15601,MN32,5,12,29,1/13/16,2/28/17
47133,COOPER,M,6/1/10 0:00,Unknown,Brooklyn,11231,306,77,BK33,39,7,25,1/13/16,12/12/16
47134,DA ,M,10/1/15 0:00,Golden Retriever,Brooklyn,11220,307,20,BK32,38,7,20,1/13/16,1/13/17
47135,DAIGOW ,M,11/1/02 0:00,Unknown,Staten Island,10309,503,20801,SI32,51,11,24,1/13/16,2/28/17
47136,DAISY,F,3/1/13 0:00,Pit Bull Mix,Bronx,10461,210,26602,BX10,13,14,34,1/13/16,1/13/17
47137,KODA,M,7/1/08 0:00,Bernese Mountain Dog,Staten Island,10302,501,251,SI28,50,11,24,1/13/16,1/21/17
47138,KITA,F,9/1/15 0:00,Chihuahua,Bronx,10459,202,89,BX27,17,15,32,1/13/16,1/13/17
47139,KINKACHU ,F,1/1/06 0:00,Yorkshire Terrier,Queens,11692,414,94202,QN12,31,5,10,1/13/16,2/28/17
47140,KAYA,F,1/1/12 0:00,Labrador Retriever Crossbreed,Staten Island,10301,501,39,SI08,49,11,23,1/13/16,1/27/17
47141,KIKO,M,12/1/15 0:00,Maltese Crossbreed,Manhattan,10002,103,2201,MN28,1,12,26,1/13/16,1/13/17
47142,KHLOE,F,4/1/10 0:00,Yorkshire Terrier,Manhattan,10025,107,189,MN12,7,13,30,1/13/16,1/21/17
47143,RU ,F,1/1/99 0:00,Papillon,Manhattan,10003,102,57,MN23,2,12,27,1/13/16,2/28/17
47144,ROSIE,F,10/1/10 0:00,Shih Tzu,Bronx,10469,212,356,BX03,12,16,36,1/13/16,3/8/17
47145,ROSIE ,F,10/1/15 0:00,"Bull Dog, English",Manhattan,10010,105,56,MN13,2,12,28,1/13/16,1/13/17
47146,ROMULUS,M,6/1/12 0:00,Rottweiler,Bronx,10462,211,250,BX49,13,14,34,1/13/16,2/14/17
47147,ROSA ,F,6/1/14 0:00,Golden Retriever,Manhattan,10024,107,175,MN12,6,10,31,1/13/16,1/14/17
47148,ROSCOE,M,1/1/08 0:00,German Shepherd Dog,Queens,11367,,NULL,NULL,,,,1/13/16,3/3/17
47149,ROMEO ,F,9/1/13 0:00,Australian Shepherd,Brooklyn,11223,315,418,BK25,44,11,22,1/13/16,6/10/16
47150,VALOR,M,7/1/09 0:00,Labrador Retriever Crossbreed,Bronx,10473,,NULL,NULL,,,,1/13/16,12/29/20
47151,NAME,M,10/1/14 0:00,Unknown,Manhattan,10128,108,15801,MN40,5,12,28,1/13/16,1/20/17
47152,MURPHY,M,9/1/08 0:00,Cocker Spaniel,Staten Island,10312,503,17008,SI48,51,11,24,1/13/16,1/13/17
47153,MUFFIN,F,9/1/14 0:00,Shih Tzu,Brooklyn,11212,316,900,BK81,41,9,20,1/13/16,1/13/17
47154,MOON,F,10/1/14 0:00,Pomeranian,Brooklyn,11215,306,157,BK37,39,9,20,1/13/16,1/13/17
47155,KOKO,M,1/1/06 0:00,"Poodle, Toy",Manhattan,10022,106,98,MN19,4,12,28,1/13/16,1/30/17
47156,KOJI,M,9/1/11 0:00,Unknown,Manhattan,10024,107,169,MN12,6,10,29,1/13/16,2/10/18
47157,NEI ,F,5/1/14 0:00,Unknown,Queens,11354,407,869,QN22,20,6,16,1/13/16,8/19/16
47158,NATE,M,2/1/14 0:00,Chihuahua,Brooklyn,11211,301,481,BK90,34,12,18,1/13/16,2/24/17
47159,NESQUIK,M,1/1/14 0:00,Pit Bull Mix,Queens,11385,405,551,QN20,34,7,12,1/13/16,9/13/17
47160,NENE,M,12/1/05 0:00,Shih Tzu,Bronx,10452,204,195,BX63,16,15,29,1/13/16,3/14/17
47161,NAME NOT PROVIDED,M,10/1/15 0:00,Shiba Inu,Queens,11377,402,251,QN63,26,14,12,1/13/16,1/13/17
47162,NAME NOT PROVIDED,M,10/1/15 0:00,Maltese,Manhattan,10033,112,269,MN35,10,13,31,1/13/16,1/13/17
47163,NOEL,F,8/1/12 0:00,Beagle,Brooklyn,11234,318,686,BK45,46,8,19,1/13/16,3/15/17
47164,ZOEY,F,7/1/15 0:00,American Staffordshire Terrier ,Queens,10019,,NULL,NULL,,,,1/13/16,1/13/17
47165,LAIKA,F,11/1/08 0:00,Unknown,Manhattan,10036,104,121,MN15,3,10,27,1/13/16,3/4/17
47166,LEIA,F,7/1/11 0:00,Maltese,Queens,11357,407,973,QN49,19,3,11,1/13/16,2/27/17
47167,LEILA,F,5/1/03 0:00,Lhasa Apso,Brooklyn,11214,311,302,BK29,47,10,22,1/13/16,1/13/17
47168,LEXI,F,7/1/10 0:00,"Schnauzer, Miniature",Bronx,10469,211,344,BX31,13,14,36,1/13/16,12/23/17
47169,LIGHTNING,M,2/1/04 0:00,Brittany Spaniel,Manhattan,10022,106,108,MN19,4,12,28,1/13/16,3/4/18
47170,LIGHTENING,M,4/1/08 0:00,Shih Tzu,Brooklyn,11233,316,369,BK79,37,8,18,1/13/16,1/13/17
47171,LEONARDO ,M,10/1/13 0:00,Labradoodle,Manhattan,10013,102,41,MN24,1,7,26,1/13/16,3/14/17
47172,LEO ,M,9/1/10 0:00,Shih Tzu,Manhattan,10075,108,134,MN31,5,12,28,1/13/16,1/12/21
47173,LEO,F,9/1/10 0:00,Italian Greyhound,Brooklyn,11238,308,205,BK64,35,9,20,1/13/16,1/13/17
47174,DEXTER ,M,12/1/01 0:00,Unknown,Manhattan,10034,112,307,MN01,10,13,31,1/13/16,12/30/17
47175,DISA ,F,1/1/05 0:00,Unknown,Queens,11385,405,629,QN19,30,6,15,1/13/16,11/29/16
47176,LADY ,F,1/1/13 0:00,"Bull Dog, English",Manhattan,10010,105,56,MN13,2,12,28,1/13/16,1/13/21
47177,DOMINO,M,4/1/13 0:00,Pit Bull,Queens,11412,412,394,QN08,27,5,14,1/13/16,11/12/16
47178,KYRA,F,3/1/15 0:00,Siberian Husky,Queens,11377,402,245,QN63,26,14,12,1/13/16,1/13/17
47179,DARIY,M,3/1/08 0:00,Labrador Retriever,Brooklyn,11223,311,410,BK29,47,11,22,1/13/16,2/16/17
47180,DEMON,M,6/1/14 0:00,Siberian Husky,Queens,11377,402,245,QN63,26,14,12,1/13/16,1/13/17
47181,BRODIE,M,5/1/04 0:00,Yorkshire Terrier,Manhattan,10029,111,168,MN33,8,13,30,1/13/16,2/18/17
47182,BOOBI,F,10/1/05 0:00,Maltese,Queens,11356,407,907,QN23,19,14,11,1/13/16,3/3/17
47183,BRAVO,M,12/1/10 0:00,Miniature Pinscher,Manhattan,10022,108,110,MN31,5,12,28,1/13/16,1/29/17
47184,JACK ,M,7/1/10 0:00,Unknown,Brooklyn,11217,302,41,BK38,33,8,25,1/13/16,1/29/17
47185,MAX,M,4/1/14 0:00,"Poodle, Toy",Brooklyn,11233,308,359,BK61,41,9,25,1/13/16,1/13/17
47186,JAKE,M,7/1/07 0:00,Labrador Retriever,Manhattan,10012,102,5501,MN23,1,10,26,1/13/16,9/19/16
47187,HONEY ,F,6/1/07 0:00,Shih Tzu,Bronx,10465,210,130,BX52,13,14,34,1/13/16,1/13/17
47188,CHELSEA,M,1/1/11 0:00,Shih Tzu,Brooklyn,11230,314,538,BK43,48,9,17,1/13/16,1/18/17
47189,HUGO,M,6/1/12 0:00,Poodle,Staten Island,10314,501,151,SI07,50,11,24,1/13/16,1/13/17
47190,CHEF,M,6/1/13 0:00,Rottweiler,Bronx,10473,209,86,BX09,18,15,32,1/13/16,3/2/17
47191,CHARLIE,M,12/1/13 0:00,Cocker Spaniel,Manhattan,10021,108,130,MN40,4,12,28,1/13/16,2/19/17
47192,CHACHI,F,1/1/05 0:00,Rat Terrier,Brooklyn,11204,311,264,BK28,43,10,22,1/13/16,1/13/17
47193,CHANCHO ,M,2/1/14 0:00,French Bulldog,Manhattan,10040,112,285,MN35,10,13,31,1/13/16,1/13/17
47194,CHARLIE ,M,9/1/13 0:00,Cotton De Tulear,Manhattan,10024,107,175,MN12,6,10,31,1/13/16,2/13/17
47195,CHARLIE,F,3/1/15 0:00,Boston Terrier,Queens,11103,401,155,QN70,22,12,12,1/13/16,1/13/17
47196,ZURI,F,10/1/15 0:00,Bolognese,Manhattan,10011,105,54,MN13,3,12,27,1/13/16,1/13/17
47197,SAMMY,M,1/1/09 0:00,Yorkshire Terrier,Manhattan,10025,107,183,MN12,7,10,30,1/13/16,1/13/17
47198,SANDY ,F,1/1/02 0:00,Wheaton Terrier,Manhattan,10023,107,157,MN14,6,10,29,1/13/16,2/28/17
47199,SADIE,F,1/1/07 0:00,Unknown,Manhattan,10009,106,44,MN50,4,12,27,1/13/16,12/29/16
47200,MOLLY,F,8/1/13 0:00,"Poodle, Toy",Staten Island,10306,503,138,SI25,50,11,24,1/13/16,12/29/16
47201,SHERLOCK,M,1/1/07 0:00,Beagle,Bronx,10451,204,173,BX14,16,15,32,1/13/16,1/13/17
47202,JAX,M,9/1/11 0:00,Boxer,Staten Island,10305,502,11201,SI36,50,11,24,1/13/16,2/25/18
47203,JAZZ,F,6/1/03 0:00,Boxer,Queens,11375,406,723,QN17,29,6,15,1/13/16,3/8/17
47204,COBY,M,2/1/13 0:00,Poodle,Queens,11103,401,6502,QN70,22,12,12,1/13/16,1/13/17
47205,COCO,F,12/1/03 0:00,Yorkshire Terrier,Manhattan,10038,101,1501,MN25,1,10,26,1/13/16,2/17/17
47206,CINNAMON ,F,7/1/06 0:00,Chihuahua,Staten Island,10306,502,11401,SI36,50,11,24,1/13/16,10/27/16
47207,MILO ,M,1/1/00 0:00,"Poodle, Standard",Manhattan,10014,102,71,MN23,3,10,27,1/13/16,12/30/16
47208,MILO,F,10/1/03 0:00,Unknown,Brooklyn,11226,314,50804,BK42,40,9,21,1/13/16,2/18/17
47209,JUNE,F,12/1/07 0:00,Vizsla,Manhattan,10025,107,189,MN12,7,13,30,1/13/16,3/15/18
47210,JOEY,M,3/1/09 0:00,Bichon Frise,Brooklyn,11217,302,71,BK38,33,7,25,1/13/16,2/27/17
47211,JOJO,M,3/1/15 0:00,Unknown,Manhattan,10035,111,182,MN34,8,13,30,1/13/16,1/13/17
47212,JESSY ,F,6/1/13 0:00,Yorkshire Terrier,Bronx,10454,201,19,BX39,8,15,29,1/13/16,11/1/16
47213,JET,M,6/1/10 0:00,Chihuahua Crossbreed,Manhattan,10032,112,241,MN36,7,13,31,1/13/16,1/13/17
47214,MIRO,M,11/1/14 0:00,Yorkshire Terrier,Manhattan,10010,106,68,MN21,2,12,28,1/13/16,1/29/17
47215,MILO,M,10/1/14 0:00,Unknown,Manhattan,10038,101,1502,MN25,1,10,26,1/13/16,12/29/18
47216,MOCHI,F,10/1/10 0:00,Pomeranian,Manhattan,10002,103,18,MN27,1,7,26,1/13/16,2/18/17
47217,MOCHI,F,10/1/10 0:00,Pomeranian,Manhattan,10010,105,56,MN13,2,12,28,1/13/16,4/3/17
47218,PRINCE ,M,6/1/10 0:00,Maltese,Brooklyn,11236,318,998,BK50,46,8,19,1/13/16,3/11/17
47219,PRINCESS,F,11/1/09 0:00,Yorkshire Terrier,Brooklyn,11214,313,304,BK29,47,10,22,1/13/16,3/15/17
47220,TAZ ,M,10/1/06 0:00,Chihuahua,Queens,11106,401,43,QN68,26,12,12,1/13/16,2/28/17
47221,PULPITO,M,9/1/10 0:00,Chihuahua,Manhattan,10038,101,1502,MN25,1,10,26,1/13/16,3/6/17
47222,TEDDY,M,10/1/15 0:00,Puggle,Bronx,10473,209,16,BX09,18,15,32,1/13/16,1/13/17
47223,PILOT,M,10/1/14 0:00,Unknown,Manhattan,10032,112,245,MN36,7,13,31,1/13/16,1/12/17
47224,PIPER,F,2/1/11 0:00,Unknown,Brooklyn,11217,306,119,BK37,39,7,25,1/13/16,3/1/17
47225,PIP,M,7/1/11 0:00,"Schnauzer, Miniature",Manhattan,10025,107,191,MN12,6,10,31,1/13/16,3/12/17
47226,MACHU,M,1/1/14 0:00,Bull Terrier,Brooklyn,11223,313,37402,BK26,47,11,23,1/13/16,1/13/17
47227,MADDOX,M,10/1/14 0:00,American Foxhound,Brooklyn,11211,301,519,BK73,33,12,18,1/13/16,2/15/17
47228,TIKI ,M,1/1/05 0:00,Shiba Inu,Manhattan,10024,107,171,MN12,6,10,31,1/13/16,2/28/17
47229,TINA ,F,1/1/03 0:00,Unknown,Manhattan,10022,108,110,MN31,5,12,28,1/13/16,12/30/16
47230,TOBY,M,7/1/10 0:00,Puggle,Brooklyn,11220,310,22,BK32,38,10,23,1/13/16,1/27/17
47231,THOR ,M,1/1/07 0:00,Maltese,Staten Island,10308,503,14605,SI54,51,11,24,1/13/16,1/8/17
47232,LUNA,F,6/1/13 0:00,Pit Bull,Staten Island,10303,501,31902,SI12,49,11,23,1/13/16,11/6/16
47264,ROBIN,M,1/1/13 0:00,Afghan Hound,Brooklyn,11207,305,1152,BK82,37,8,18,1/13/16,1/13/17
47233,LUKE,M,2/1/14 0:00,Labrador Retriever,Manhattan,10023,,NULL,NULL,,,,1/13/16,2/26/17
47234,LUCKY,M,1/1/10 0:00,Chihuahua,Bronx,10465,,NULL,NULL,,,,1/13/16,6/4/16
47235,EMU,F,1/1/08 0:00,Unknown,Bronx,10463,208,29302,BX29,11,16,34,1/13/16,9/11/16
47236,EMMA,F,10/1/07 0:00,Unknown,Queens,11414,410,892,QN57,32,8,15,1/13/16,2/4/17
47237,DYLAN ,M,1/1/03 0:00,Beagle,Staten Island,10305,501,36,SI37,49,11,23,1/13/16,3/1/18
47238,DYLAN,M,9/1/13 0:00,"Poodle, Miniature",Manhattan,10023,107,159,MN14,6,10,27,1/13/16,1/13/21
47239,EBONI,M,7/1/15 0:00,French Bulldog,Brooklyn,11201,302,301,BK09,33,7,26,1/13/16,1/13/17
47240,DULCE,F,2/1/08 0:00,Yorkshire Terrier,Bronx,10451,203,141,BX35,17,15,32,1/13/16,1/15/17
47241,DUNCAN,M,1/1/06 0:00,Unknown,Bronx,10461,210,264,BX52,13,14,34,1/13/16,1/7/17
47242,DRAC,M,8/1/15 0:00,Terrier mix,Manhattan,10009,106,44,MN50,4,12,27,1/13/16,1/13/17
47243,DUFFY,M,6/1/06 0:00,"Collie, Bearded ",Manhattan,10023,107,159,MN14,6,10,27,1/13/16,2/16/17
47244,DUCHESS,F,5/1/15 0:00,Pointer,Manhattan,10036,104,129,MN15,3,10,27,1/13/16,8/15/17
47245,BELLA ,F,8/1/14 0:00,Siberian Husky,Manhattan,10027,109,219,MN06,7,13,31,1/13/16,1/7/17
47246,BENJI,M,9/1/13 0:00,Unknown,Brooklyn,11208,305,118201,BK83,37,7,18,1/13/16,1/28/17
47247,BENJI ,M,4/1/10 0:00,Unknown,MANHATTAN,10023,107,163,MN12,6,10,29,1/13/16,1/15/17
47248,BEATRIX ,F,9/1/08 0:00,Brussels Griffon,Manhattan,10009,103,2601,MN28,2,12,26,1/13/16,2/7/17
47249,BLACK ,M,6/1/14 0:00,Labrador Retriever,Queens,11361,411,1447,QN46,19,6,11,1/13/16,12/17/17
47250,BISCUIT,M,9/1/12 0:00,Cocker Spaniel,Queens,11377,402,245,QN63,26,14,12,1/13/16,1/17/17
47251,HANNAH,M,6/1/14 0:00,Pit Bull,Manhattan,10025,107,179,MN12,6,10,31,1/13/16,1/14/17
47252,MASON ,M,12/1/15 0:00,Yorkshire Terrier,Bronx,10457,206,373,BX17,17,15,33,1/13/16,1/13/17
47253,MAUI ,M,4/1/10 0:00,Golden Retriever,Brooklyn,11222,301,515,BK73,33,12,26,1/13/16,1/13/17
47254,MARCH,F,10/1/12 0:00,Australian Shepherd,Manhattan,10013,101,39,MN24,1,10,26,1/13/16,3/14/17
47255,MAGGIE ,F,1/1/11 0:00,Bloodhound,Staten Island,10306,503,13204,SI25,51,11,24,1/13/16,2/7/17
47256,MAGGIE,F,2/1/09 0:00,Yorkshire Terrier,Staten Island,10308,503,13203,SI54,51,11,24,1/13/16,3/19/17
47257,MAGGIE,F,11/1/10 0:00,Unknown,Manhattan,10002,103,202,MN28,2,7,26,1/13/16,12/16/16
47258,HARRY,M,11/1/11 0:00,Golden Retriever,Queens,11694,414,93402,QN10,32,5,15,1/13/16,3/8/17
47259,TYLER,M,4/1/09 0:00,Shih Tzu,Brooklyn,11233,316,369,BK79,37,8,18,1/13/16,1/13/17
47260,QUICO,M,10/1/12 0:00,Yorkshire Terrier,Brooklyn,11230,314,532,BK43,44,9,17,1/13/16,1/13/17
47261,RAFFIE ,M,1/1/03 0:00,Unknown,Brooklyn,11217,306,12902,BK37,39,9,25,1/13/16,2/28/17
47262,MAX,M,11/1/15 0:00,"Bull Dog, English",Queens,11385,405,581,QN20,30,6,15,1/13/16,1/13/17
47263,MAX,M,2/1/07 0:00,Unknown,Brooklyn,11201,302,301,BK09,33,7,26,1/13/16,2/13/18
47265,TOSHI,M,1/1/10 0:00,Dachshund Smooth Coat,Brooklyn,11234,318,640,BK45,46,9,22,1/13/16,3/2/17
47266,TOMMY,M,10/1/15 0:00,Shiba Inu,Queens,11417,410,54,QN56,32,8,15,1/13/16,1/13/17
47267,TONY,M,7/1/08 0:00,Chihuahua,Manhattan,10028,108,14401,MN32,5,12,28,1/14/16,1/11/17
47268,TRIGGER,M,1/1/11 0:00,Unknown,Brooklyn,11218,312,228,BK88,39,10,21,1/14/16,11/14/16
47269,TRIPLE ,M,9/1/07 0:00,Yorkshire Terrier,Bronx,10472,209,62,BX08,18,15,32,1/14/16,1/14/17
47270,TREVOR ,M,11/1/04 0:00,Unknown,Staten Island,10301,501,16901,SI07,49,11,24,1/14/16,1/30/17
47271,RILEY,M,3/1/10 0:00,Unknown,Bronx,10465,210,118,BX52,13,14,34,1/14/16,11/29/16
47272,RICO,M,9/1/08 0:00,Chihuahua,Brooklyn,11235,315,59401,BK17,48,9,19,1/14/16,2/11/17
47273,REILLY,M,1/1/06 0:00,Yorkshire Terrier,Manhattan,10065,108,116,MN31,5,12,28,1/14/16,1/28/17
47274,REMI,M,7/1/12 0:00,Pomeranian,Manhattan,10025,107,181,MN12,6,10,30,1/14/16,1/20/17
47275,REX,F,8/1/13 0:00,Beagle,Staten Island,10306,502,12804,SI45,50,11,24,1/14/16,1/30/17
47276,RESSIE,F,3/1/15 0:00,Pit Bull,Bronx,10460,211,240,BX37,15,14,33,1/14/16,1/14/17
47277,RANDI ,F,9/1/15 0:00,Bernese Mountain Dog,Manhattan,10024,107,165,MN12,6,10,29,1/14/16,1/14/17
47278,RAY ,M,12/1/12 0:00,Pit Bull Mix,Staten Island,10314,502,18702,SI05,50,11,24,1/14/16,12/27/16
47279,MAX,M,12/1/14 0:00,Australian Shepherd,Staten Island,10312,503,15602,SI01,51,11,24,1/14/16,3/15/17
47280,MAX,M,1/1/07 0:00,Unknown,Manhattan,10019,104,139,MN15,3,10,27,1/14/16,11/29/17
47281,QIU-QIU,F,12/1/14 0:00,Shiba Inu,Queens,11355,407,849,QN22,20,6,16,1/14/16,2/7/17
47282,PUPPY ,M,9/1/10 0:00,"Bull Dog, French",Manhattan,10021,108,134,MN31,4,12,28,1/14/16,2/25/19
47283,QUIN,M,6/1/03 0:00,Unknown,Manhattan,10023,107,161,MN12,6,10,29,1/14/16,2/19/17
47284,TWIGA,F,1/1/06 0:00,Unknown,Manhattan,10011,102,63,MN23,3,10,27,1/14/16,2/23/17
47285,TWIZZLER,F,1/1/05 0:00,Unknown,Queens,11374,406,721,QN17,29,6,16,1/14/16,1/30/17
47286,HENRY,M,6/1/12 0:00,Unknown,Bronx,10471,208,323,BX22,11,16,34,1/14/16,1/28/17
47287,HENNESSY ,F,6/1/13 0:00,Dachshund Smooth Coat,Brooklyn,11206,304,391,BK78,34,7,18,1/14/16,2/3/17
47288,HAZEL,F,12/1/14 0:00,Labrador Retriever Crossbreed,Brooklyn,11218,314,1522,BK42,40,9,17,1/14/16,1/14/17
47289,HARRY,M,5/1/04 0:00,Labrador Retriever,Manhattan,10029,111,17401,MN33,9,13,30,1/14/16,12/29/16
47290,HAZE,M,3/1/09 0:00,Pit Bull,Brooklyn,11221,304,395,BK78,34,7,18,1/14/16,8/24/16
47291,MAGGIE,F,10/1/14 0:00,Unknown,Staten Island,10310,501,151,SI07,49,11,24,1/14/16,2/5/17
47292,MAGGIE,F,10/1/09 0:00,Beagle,Queens,11374,406,721,QN17,29,6,16,1/14/16,2/9/17
47293,MAGGIE,F,1/1/07 0:00,Scottish Terrier,Manhattan,10128,108,14402,MN32,5,12,28,1/14/16,2/13/17
47294,HOLLY,F,10/1/14 0:00,Maltese,Staten Island,10309,503,20801,SI32,51,11,24,1/14/16,1/29/17
47295,MAJOR,M,4/1/09 0:00,Labrador Retriever,Queens,11357,407,1017,QN47,19,3,11,1/14/16,12/24/16
47296,MARLEY ,F,3/1/12 0:00,Maltese Crossbreed,Bronx,10468,208,26701,BX28,14,13,33,1/14/16,1/14/17
47297,MARTY,M,9/1/08 0:00,German Shepherd Crossbreed,Queens,11414,410,884,QN57,32,8,15,1/14/16,1/26/17
47298,BOBBY ,M,1/1/05 0:00,English Cocker Spaniel,Manhattan,10016,106,70,MN20,2,12,28,1/14/16,2/8/17
47299,BOBO,M,1/1/03 0:00,Chihuahua,Staten Island,10309,503,20801,SI32,51,11,24,1/14/16,11/20/16
47300,BODE ,M,1/1/04 0:00,Unknown,Manhattan,10025,107,177,MN12,6,10,30,1/14/16,2/28/17
47301,BONNIE,F,4/1/12 0:00,Scottish Terrier,Manhattan,10011,104,89,MN13,3,10,27,1/14/16,2/7/17
47302,GUNNAR ,M,1/1/04 0:00,Unknown,Staten Island,10306,503,138,SI25,50,11,24,1/14/16,2/28/17
47303,HABIBI,F,6/1/08 0:00,Labrador Retriever Crossbreed,Manhattan,10024,107,171,MN12,6,10,31,1/14/16,2/16/17
47304,HALIE ,F,1/1/08 0:00,Poodle,Brooklyn,11208,305,1210,BK82,42,8,18,1/14/16,2/11/17
47305,HALEY,F,1/1/15 0:00,Affenpinscher,Brooklyn,11233,316,303,BK79,41,8,25,1/14/16,1/14/17
47306,HARLEY,F,10/1/15 0:00,Boerboel,Manhattan,10026,110,216,MN11,9,13,30,1/14/16,1/14/17
47307,HARLEY,F,5/1/14 0:00,Boxer,Queens,11357,407,987,QN49,19,3,11,1/14/16,1/13/17
47308,BLACK,M,9/1/15 0:00,Pit Bull,Brooklyn,11208,305,1196,BK82,37,8,18,1/14/16,1/14/17
47309,BILLY,M,1/1/10 0:00,German Shepherd Crossbreed,Staten Island,10312,503,17009,SI48,51,11,24,1/14/16,12/28/16
47310,BENNY ,M,6/1/01 0:00,Maltese,Queens,11426,413,1617,QN43,23,3,11,1/14/16,12/30/16
47311,BENTLEY,M,9/1/13 0:00,Collie Crossbreed,Brooklyn,11218,307,504,BK40,39,9,21,1/14/16,8/14/20
47312,BESSIE,F,3/1/08 0:00,Briard,Manhattan,10075,108,136,MN32,5,12,28,1/14/16,2/4/17
47313,BIGI,F,9/1/14 0:00,Shiba Inu,Manhattan,10128,108,15002,MN40,4,12,28,1/14/16,12/11/16
47314,BIGGIE,M,9/1/07 0:00,"Bull Dog, English",Brooklyn,11217,306,12901,BK37,39,9,25,1/14/16,2/18/17
47315,BEBOP,M,2/1/14 0:00,Bull Terrier,Manhattan,10024,107,171,MN12,6,10,31,1/14/16,1/14/17
47316,BEBE ,M,10/1/07 0:00,"Poodle, Miniature",Bronx,10467,207,42902,BX43,11,13,36,1/14/16,2/14/17
47317,BEAU,M,7/1/14 0:00,Cocker Spaniel,Queens,11385,405,557,QN20,34,7,12,1/14/16,10/25/16
47318,BASIL,M,8/1/15 0:00,Perro de Presa Canario,Brooklyn,11209,310,44,BK31,43,11,22,1/14/16,1/14/17
47319,BASIL,M,10/1/09 0:00,Collie Crossbreed,Manhattan,10036,104,121,MN15,3,10,27,1/14/16,3/5/17
47320,BASHFUL,F,10/1/13 0:00,Samoyed,Manhattan,10128,108,15601,MN32,5,12,29,1/14/16,12/15/16
47321,BELLA,F,8/1/09 0:00,Yorkshire Terrier,Staten Island,10302,501,213,SI28,49,11,23,1/14/16,3/15/17
47322,BELLA,F,2/1/10 0:00,Unknown,Staten Island,10314,501,251,SI28,50,11,24,1/14/16,2/20/17
47323,BELLA,F,11/1/08 0:00,Havanese,Staten Island,10305,502,2002,SI14,50,11,23,1/14/16,3/9/17
47324,BENJI,M,1/1/05 0:00,Beagle,Staten Island,10312,503,17009,SI48,51,11,24,1/14/16,2/21/17
47325,BELLE,F,2/1/14 0:00,Labrador Retriever,Brooklyn,11218,312,500,BK40,39,9,21,1/14/16,1/14/17
47326,BELLA,F,9/1/08 0:00,Miniature Pinscher,Queens,11419,,NULL,NULL,,,,1/14/16,2/19/17
47327,DUDLEY,M,4/1/09 0:00,Labrador Retriever,Manhattan,10036,104,129,MN15,3,10,31,1/14/16,11/23/16
47328,DUKE ,M,1/1/06 0:00,Unknown,Queens,11414,410,6202,QN57,32,8,15,1/14/16,3/30/17
47329,DOU ,F,9/1/14 0:00,Pomeranian,Queens,11355,407,857,QN22,20,6,16,1/14/16,2/17/17
47330,DOTTIE,F,4/1/14 0:00,Pit Bull,Manhattan,10025,107,191,MN12,6,10,31,1/14/16,2/11/17
47331,DUKE,M,7/1/12 0:00,German Shepherd Crossbreed,Brooklyn,11215,306,165,BK37,39,9,21,1/14/16,1/14/21
47332,DUKE,M,1/1/14 0:00,Pit Bull,Bronx,10461,210,300,BX10,13,14,34,1/14/16,1/14/17
47333,DUSKY ,M,7/1/13 0:00,Lhasa Apso,Brooklyn,11233,316,36501,BK79,37,8,25,1/14/16,1/14/17
47334,DUSTY,F,1/1/10 0:00,Unknown,Bronx,10452,204,195,BX63,16,15,29,1/14/16,3/12/17
47335,DYLAN ,M,1/1/02 0:00,Shih Tzu,Manhattan,10011,102,71,MN23,3,10,27,1/14/16,1/30/17
47336,ELLIE ,F,1/1/03 0:00,Collie Crossbreed,Brooklyn,11228,311,186,BK28,43,11,22,1/14/16,2/28/17
47337,ELLIEY,F,11/1/15 0:00,Labrador Retriever,Staten Island,10306,,NULL,NULL,,,,1/14/16,1/14/17
47338,LUCKY,M,6/1/04 0:00,Unknown,Manhattan,10038,103,25,MN27,1,7,26,1/14/16,12/11/16
47339,ERNEST,M,12/1/12 0:00,"Bull Dog, English",Manhattan,10009,103,28,MN28,2,12,27,1/14/16,2/24/17
47340,LUIGI,M,1/1/07 0:00,Shih Tzu,Brooklyn,11210,314,760,BK43,45,9,17,1/14/16,2/5/17
47341,LUCY,F,9/1/09 0:00,Chihuahua,Brooklyn,11234,318,690,BK58,46,8,19,1/14/16,2/19/17
47342,LUCY,F,10/1/13 0:00,Boston Terrier,Brooklyn,11231,306,77,BK33,39,7,25,1/14/16,3/6/17
47343,LUCY,F,2/1/13 0:00,Shih Tzu,bronxville,10708,,NULL,NULL,,,,1/14/16,2/4/17
47344,LUCY,F,1/1/13 0:00,Labradoodle,Manhattan,10022,106,108,MN19,4,12,28,1/14/16,2/6/17
47345,LULU,F,11/1/13 0:00,Chihuahua,Bronx,10452,204,211,BX26,16,15,29,1/14/16,11/24/16
47346,THELONIOUS,M,6/1/07 0:00,Unknown,Brooklyn,11215,306,165,BK37,39,9,21,1/14/16,4/16/16
47347,TERI,M,12/1/03 0:00,Cocker Spaniel,Manhattan,10029,111,180,MN34,8,13,30,1/14/16,1/2/17
47348,TERRA ,F,1/1/00 0:00,Unknown,Manhattan,10009,103,32,MN22,2,12,27,1/14/16,2/28/17
